### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
R3   |   21.797 |   21.786 |   21.791 |   21.793 ||   -0.05   -0.03   -0.02
R4   |   21.719 |   21.720 |   21.725 |   21.724 ||   +0.00   +0.03   +0.02
R6   |   21.628 |   21.631 |   21.630 |   21.632 ||   +0.01   +0.01   +0.02
mix  |     g4_0 |     g4_1 |     g4_2 |     g4_3 ||    g4_1%    g4_2%    g4_3%
A    |   20.278 |   20.337 |   20.485 |   20.490 ||   +0.29   +1.02   +1.04
B    |   50.084 |   50.069 |   50.137 |   50.164 ||   -0.03   +0.11   +0.16
C    |   29.979 |   29.976 |   30.153 |   30.076 ||   -0.01   +0.58   +0.32
D    |   14.973 |   14.968 |   14.968 |   14.966 ||   -0.03   -0.04   -0.05
E    |   14.959 |   14.959 |   14.967 |   14.963 ||   +0.00   +0.05   +0.03
F    |   19.914 |   19.924 |   19.928 |   19.912 ||   +0.05   +0.07   -0.01
R1   |   22.131 |   22.121 |   22.121 |   22.109 ||   -0.05   -0.05   -0.10
R2   |   21.911 |   21.908 |   21.906 |   21.900 ||   -0.02   -0.02   -0.05
R3   |   21.787 |   21.785 |   21.794 |   21.793 ||   -0.01   +0.03   +0.03
R4   |   21.719 |   21.715 |   21.726 |   21.714 ||   -0.02   +0.04   -0.02
R6   |   21.631 |   21.631 |   21.637 |   21.631 ||   -0.00   +0.03   +0.00
### AA-t4 : t4 t4 t4 t4
mix  |     t4_0 |     t4_1 |     t4_2 |     t4_3 ||    t4_1%    t4_2%    t4_3%
A    |   19.103 |   19.163 |   19.073 |   19.100 ||   +0.32   -0.16   -0.01
B    |   49.241 |   49.219 |   49.182 |   49.158 ||   -0.04   -0.12   -0.17
C    |   29.247 |   29.268 |   29.245 |   29.459 ||   +0.07   -0.01   +0.73
D    |   10.924 |   10.916 |   10.926 |   10.918 ||   -0.07   +0.02   -0.05
E    |   12.055 |   12.078 |   12.008 |   12.041 ||   +0.19   -0.39   -0.12
F    |   18.725 |   18.870 |   18.727 |   18.727 ||   +0.77   +0.01   +0.01
R1   |   22.124 |   22.081 |   22.124 |   22.078 ||   -0.19   -0.00   -0.21
R2   |   21.904 |   21.860 |   21.901 |   21.848 ||   -0.20   -0.02   -0.26
R3   |   21.786 |   21.769 |   21.789 |   21.754 ||   -0.08   +0.01   -0.15
R4   |   21.715 |   21.697 |   21.718 |   21.701 ||   -0.08   +0.01   -0.06
R6   |   21.626 |   21.623 |   21.629 |   21.610 ||   -0.02   +0.01   -0.08
mix  |     t4_0 |     t4_1 |     t4_2 |     t4_3 ||    t4_1%    t4_2%    t4_3%
A    |   19.114 |   19.172 |   19.070 |   19.117 ||   +0.30   -0.23   +0.02
B    |   49.227 |   49.214 |   49.143 |   49.186 ||   -0.03   -0.17   -0.08
C    |   29.290 |   29.242 |   29.229 |   29.487 ||   -0.16   -0.21   +0.67
D    |   10.926 |   10.918 |   10.925 |   10.919 ||   -0.07   -0.01   -0.06
E    |   12.042 |   12.057 |   12.012 |   12.040 ||   +0.12   -0.25   -0.02
F    |   18.725 |   18.851 |   18.733 |   18.736 ||   +0.67   +0.04   +0.06
R1   |   22.115 |   22.081 |   22.121 |   22.085 ||   -0.16   +0.03   -0.13
R2   |   21.897 |   21.864 |   21.894 |   21.849 ||   -0.15   -0.02   -0.22
R3   |   21.785 |   21.771 |   21.792 |   21.752 ||   -0.07   +0.03   -0.15
R4   |   21.717 |   21.702 |   21.719 |   21.691 ||   -0.07   +0.01   -0.12
R6   |   21.629 |   21.625 |   21.625 |   21.621 ||   -0.02   -0.02   -0.04
### p-g4-t4 : g4 t4 g4 t4
mix  |     g4_0 |     t4_1 |     g4_2 |     t4_3 ||    t4_1%    g4_2%    t4_3%
A    |   20.422 |   19.038 |   20.424 |   19.198 ||   -6.77   +0.01   -5.99
B    |   50.135 |   49.148 |   50.062 |   49.156 ||   -1.97   -0.15   -1.95
C    |   29.970 |   29.279 |   29.901 |   29.382 ||   -2.31   -0.23   -1.96
D    |   14.947 |   10.924 |   14.953 |   10.912 ||  -26.91   +0.04  -27.00
E    |   14.957 |   12.018 |   14.955 |   12.041 ||  -19.65   -0.01  -19.50
F    |   19.921 |   18.717 |   19.956 |   18.822 ||   -6.04   +0.17   -5.52
R1   |   22.120 |   22.113 |   22.097 |   22.086 ||   -0.03   -0.10   -0.16
R2   |   21.909 |   21.910 |   21.881 |   21.868 ||   +0.00   -0.13   -0.19
R3   |   21.791 |   21.786 |   21.772 |   21.766 ||   -0.02   -0.09   -0.11
R4   |   21.715 |   21.719 |   21.705 |   21.706 ||   +0.02   -0.04   -0.04
R6   |   21.633 |   21.640 |   21.627 |   21.624 ||   +0.03   -0.03   -0.04
mix  |     g4_0 |     t4_1 |     g4_2 |     t4_3 ||    t4_1%    g4_2%    t4_3%
A    |   20.395 |   19.024 |   20.484 |   19.102 ||   -6.72   +0.44   -6.34
B    |   50.117 |   49.180 |   50.139 |   49.158 ||   -1.87   +0.04   -1.91
C    |   29.977 |   29.289 |   29.907 |   29.464 ||   -2.30   -0.23   -1.71
D    |   14.937 |   10.927 |   14.947 |   10.911 ||  -26.84   +0.07  -26.95
E    |   14.950 |   12.016 |   14.954 |   12.019 ||  -19.62   +0.03  -19.60
F    |   19.921 |   18.752 |   19.959 |   18.862 ||   -5.87   +0.19   -5.32
R1   |   22.125 |   22.118 |   22.094 |   22.092 ||   -0.03   -0.14   -0.15
R2   |   21.911 |   21.908 |   21.875 |   21.868 ||   -0.01   -0.16   -0.19
R3   |   21.796 |   21.790 |   21.772 |   21.771 ||   -0.03   -0.11   -0.11
R4   |   21.723 |   21.715 |   21.709 |   21.708 ||   -0.04   -0.07   -0.07
R6   |   21.633 |   21.642 |   21.627 |   21.625 ||   +0.04   -0.03   -0.04
### p-t4-g4 : t4 g4 t4 g4
mix  |     t4_0 |     g4_1 |     t4_2 |     g4_3 ||    g4_1%    t4_2%    g4_3%
A    |   19.111 |   20.373 |   19.129 |   20.363 ||   +6.60   +0.09   +6.55
B    |   49.079 |   50.070 |   49.176 |   50.118 ||   +2.02   +0.20   +2.12
C    |   29.294 |   29.951 |   29.181 |   30.058 ||   +2.24   -0.39   +2.61
D    |   10.927 |   14.945 |   10.914 |   14.956 ||  +36.76   -0.12  +36.86
E    |   11.995 |   14.947 |   12.051 |   14.951 ||  +24.60   +0.46  +24.64
F    |   18.726 |   19.949 |   18.875 |   19.913 ||   +6.53   +0.80   +6.34
R1   |   22.118 |   22.091 |   22.102 |   22.122 ||   -0.12   -0.07   +0.02
R2   |   21.899 |   21.865 |   21.876 |   21.897 ||   -0.16   -0.10   -0.01
R3   |   21.792 |   21.764 |   21.780 |   21.777 ||   -0.13   -0.06   -0.07
R4   |   21.712 |   21.706 |   21.714 |   21.713 ||   -0.03   +0.01   +0.00
R6   |   21.624 |   21.625 |   21.629 |   21.622 ||   +0.00   +0.03   -0.01
mix  |     t4_0 |     g4_1 |     t4_2 |     g4_3 ||    g4_1%    t4_2%    g4_3%
A    |   19.115 |   20.362 |   19.123 |   20.379 ||   +6.53   +0.04   +6.62
B    |   49.140 |   50.086 |   49.123 |   50.115 ||   +1.92   -0.04   +1.98
C    |   29.255 |   29.938 |   29.184 |   30.069 ||   +2.33   -0.24   +2.78
D    |   10.924 |   14.954 |   10.913 |   14.954 ||  +36.89   -0.10  +36.90
E    |   12.008 |   14.952 |   12.054 |   14.954 ||  +24.52   +0.39  +24.54
F    |   18.742 |   19.952 |   18.856 |   19.931 ||   +6.46   +0.61   +6.35
R1   |   22.120 |   22.079 |   22.104 |   22.131 ||   -0.19   -0.07   +0.05
R2   |   21.896 |   21.868 |   21.883 |   21.905 ||   -0.13   -0.06   +0.04
R3   |   21.786 |   21.762 |   21.773 |   21.789 ||   -0.11   -0.06   +0.01
R4   |   21.720 |   21.701 |   21.711 |   21.720 ||   -0.09   -0.04   -0.00
R6   |   21.626 |   21.618 |   21.620 |   21.632 ||   -0.03   -0.03   +0.03
### p-g4-a4 : g4 a4 g4 a4
mix  |     g4_0 |     a4_1 |     g4_2 |     a4_3 ||    a4_1%    g4_2%    a4_3%
A    |   20.394 |   19.964 |   20.404 |   20.016 ||   -2.11   +0.05   -1.85
B    |   50.133 |   49.794 |   50.093 |   49.891 ||   -0.68   -0.08   -0.48
C    |   30.028 |   29.721 |   30.052 |   29.865 ||   -1.02   +0.08   -0.54
D    |   14.965 |   11.657 |   14.962 |   11.648 ||  -22.10   -0.02  -22.17
E    |   14.962 |   13.650 |   14.961 |   13.590 ||   -8.77   -0.00   -9.17
F    |   19.921 |   19.493 |   19.920 |   19.510 ||   -2.15   -0.00   -2.06
R1   |   22.119 |   22.113 |   22.142 |   22.117 ||   -0.03   +0.10   -0.01
R2   |   21.905 |   21.907 |   21.921 |   21.911 ||   +0.01   +0.07   +0.03
R3   |   21.789 |   21.791 |   21.806 |   21.790 ||   +0.01   +0.08   +0.01
R4   |   21.714 |   21.728 |   21.727 |   21.729 ||   +0.06   +0.06   +0.07
R6   |   21.625 |   21.634 |   21.635 |   21.632 ||   +0.04   +0.05   +0.03
mix  |     g4_0 |     a4_1 |     g4_2 |     a4_3 ||    a4_1%    g4_2%    a4_3%
A    |   20.388 |   19.940 |   20.411 |   19.969 ||   -2.20   +0.11   -2.06
B    |   50.108 |   49.849 |   50.102 |   49.871 ||   -0.52   -0.01   -0.47
C    |   30.038 |   29.755 |   30.066 |   29.882 ||   -0.94   +0.09   -0.52
D    |   14.948 |   11.665 |   14.953 |   11.650 ||  -21.96   +0.03  -22.06
E    |   14.950 |   13.646 |   14.952 |   13.602 ||   -8.72   +0.01   -9.01
F    |   19.925 |   19.482 |   19.907 |   19.509 ||   -2.23   -0.09   -2.09
R1   |   22.121 |   22.113 |   22.145 |   22.113 ||   -0.04   +0.11   -0.04
R2   |   21.907 |   21.916 |   21.920 |   21.914 ||   +0.04   +0.06   +0.03
R3   |   21.794 |   21.789 |   21.803 |   21.790 ||   -0.02   +0.04   -0.02
R4   |   21.712 |   21.729 |   21.728 |   21.731 ||   +0.08   +0.08   +0.09
R6   |   21.620 |   21.641 |   21.635 |   21.640 ||   +0.10   +0.07   +0.09
### p-a4-g4 : a4 g4 a4 g4
mix  |     a4_0 |     g4_1 |     a4_2 |     g4_3 ||    g4_1%    a4_2%    g4_3%
A    |   19.931 |   20.385 |   19.984 |   20.512 ||   +2.28   +0.26   +2.91
B    |   49.886 |   50.067 |   49.784 |   50.153 ||   +0.36   -0.20   +0.54
C    |   29.718 |   30.002 |   29.740 |   30.200 ||   +0.95   +0.07   +1.62
D    |   11.663 |   14.956 |   11.647 |   14.945 ||  +28.23   -0.14  +28.14
E    |   13.681 |   14.952 |   13.614 |   14.952 ||   +9.29   -0.49   +9.29
F    |   19.486 |   19.933 |   19.483 |   19.921 ||   +2.29   -0.02   +2.23
R1   |   22.125 |   22.101 |   22.132 |   22.115 ||   -0.10   +0.04   -0.04
R2   |   21.902 |   21.910 |   21.912 |   21.903 ||   +0.04   +0.05   +0.01
R3   |   21.792 |   21.787 |   21.798 |   21.792 ||   -0.02   +0.03   -0.00
R4   |   21.718 |   21.712 |   21.725 |   21.720 ||   -0.03   +0.03   +0.01
R6   |   21.629 |   21.632 |   21.624 |   21.636 ||   +0.01   -0.02   +0.03
mix  |     a4_0 |     g4_1 |     a4_2 |     g4_3 ||    g4_1%    a4_2%    g4_3%
A    |   19.909 |   20.353 |   19.983 |   20.547 ||   +2.23   +0.37   +3.20
B    |   49.845 |   50.094 |   49.793 |   50.151 ||   +0.50   -0.10   +0.61
C    |   29.747 |   29.986 |   29.740 |   30.184 ||   +0.81   -0.02   +1.47
D    |   11.677 |   14.953 |   11.651 |   14.951 ||  +28.05   -0.22  +28.03
E    |   13.687 |   14.959 |   13.583 |   14.953 ||   +9.29   -0.75   +9.25
F    |   19.455 |   19.917 |   19.500 |   19.911 ||   +2.38   +0.23   +2.34
R1   |   22.114 |   22.108 |   22.133 |   22.113 ||   -0.03   +0.08   -0.00
R2   |   21.906 |   21.907 |   21.915 |   21.909 ||   +0.00   +0.04   +0.01
R3   |   21.787 |   21.792 |   21.801 |   21.799 ||   +0.02   +0.06   +0.05
R4   |   21.714 |   21.721 |   21.717 |   21.730 ||   +0.03   +0.02   +0.08
R6   |   21.628 |   21.630 |   21.631 |   21.637 ||   +0.01   +0.02   +0.04
### p-a4-t4 : a4 t4 a4 t4
mix  |     a4_0 |     t4_1 |     a4_2 |     t4_3 ||    t4_1%    a4_2%    t4_3%
A    |   19.994 |   19.078 |   20.132 |   19.153 ||   -4.58   +0.69   -4.20
B    |   49.891 |   49.155 |   49.969 |   49.213 ||   -1.48   +0.16   -1.36
C    |   29.837 |   29.357 |   29.677 |   29.489 ||   -1.61   -0.54   -1.17
D    |   11.665 |   10.920 |   11.654 |   10.921 ||   -6.38   -0.10   -6.38
E    |   13.672 |   12.007 |   13.698 |   12.044 ||  -12.18   +0.19  -11.91
F    |   19.445 |   18.680 |   19.608 |   18.842 ||   -3.94   +0.84   -3.10
R1   |   22.124 |   22.121 |   22.073 |   22.083 ||   -0.01   -0.23   -0.18
R2   |   21.906 |   21.902 |   21.859 |   21.854 ||   -0.02   -0.22   -0.24
R3   |   21.790 |   21.794 |   21.757 |   21.760 ||   +0.02   -0.15   -0.14
R4   |   21.723 |   21.726 |   21.699 |   21.703 ||   +0.01   -0.11   -0.09
R6   |   21.613 |   21.630 |   21.621 |   21.613 ||   +0.07   +0.04   -0.00
mix  |     a4_0 |     t4_1 |     a4_2 |     t4_3 ||    t4_1%    a4_2%    t4_3%
A    |   20.045 |   19.011 |   20.128 |   19.172 ||   -5.16   +0.42   -4.35
B    |   49.921 |   49.137 |   49.937 |   49.256 ||   -1.57   +0.03   -1.33
C    |   29.821 |   29.348 |   29.711 |   29.535 ||   -1.59   -0.37   -0.96
D    |   11.674 |   10.924 |   11.663 |   10.916 ||   -6.42   -0.10   -6.49
E    |   13.695 |   12.021 |   13.690 |   12.039 ||  -12.22   -0.04  -12.09
F    |   19.460 |   18.717 |   19.629 |   18.829 ||   -3.82   +0.87   -3.25
R1   |   22.123 |   22.114 |   22.076 |   22.076 ||   -0.04   -0.21   -0.21
R2   |   21.902 |   21.903 |   21.854 |   21.858 ||   +0.01   -0.22   -0.20
R3   |   21.792 |   21.789 |   21.764 |   21.761 ||   -0.01   -0.13   -0.14
R4   |   21.719 |   21.719 |   21.692 |   21.708 ||   +0.00   -0.12   -0.05
R6   |   21.629 |   21.629 |   21.621 |   21.622 ||   +0.00   -0.04   -0.04
### p-t4-a4 : t4 a4 t4 a4
mix  |     t4_0 |     a4_1 |     t4_2 |     a4_3 ||    a4_1%    t4_2%    a4_3%
A    |   19.084 |   20.074 |   19.173 |   20.073 ||   +5.18   +0.46   +5.18
B    |   49.216 |   49.882 |   49.253 |   49.870 ||   +1.35   +0.07   +1.33
C    |   29.415 |   29.680 |   29.342 |   29.804 ||   +0.90   -0.25   +1.32
D    |   10.924 |   11.710 |   10.919 |   11.709 ||   +7.19   -0.05   +7.18
E    |   12.058 |   13.702 |   12.071 |   13.600 ||  +13.63   +0.11  +12.79
F    |   18.752 |   19.610 |   18.834 |   19.480 ||   +4.58   +0.44   +3.89
R1   |   22.122 |   22.076 |   22.083 |   22.155 ||   -0.21   -0.18   +0.15
R2   |   21.898 |   21.858 |   21.849 |   21.918 ||   -0.18   -0.23   +0.09
R3   |   21.792 |   21.767 |   21.762 |   21.796 ||   -0.11   -0.14   +0.02
R4   |   21.717 |   21.700 |   21.698 |   21.731 ||   -0.08   -0.09   +0.07
R6   |   21.627 |   21.624 |   21.619 |   21.636 ||   -0.01   -0.03   +0.04
mix  |     t4_0 |     a4_1 |     t4_2 |     a4_3 ||    a4_1%    t4_2%    a4_3%
A    |   19.110 |   20.089 |   19.200 |   19.899 ||   +5.12   +0.47   +4.13
B    |   49.216 |   49.897 |   49.307 |   49.829 ||   +1.38   +0.19   +1.25
C    |   29.352 |   29.694 |   29.253 |   29.806 ||   +1.16   -0.34   +1.55
D    |   10.924 |   11.708 |   10.920 |   11.709 ||   +7.17   -0.03   +7.19
E    |   12.039 |   13.727 |   12.053 |   13.634 ||  +14.03   +0.12  +13.25
F    |   18.746 |   19.607 |   18.857 |   19.470 ||   +4.59   +0.59   +3.86
R1   |   22.118 |   22.087 |   22.083 |   22.153 ||   -0.14   -0.16   +0.16
R2   |   21.900 |   21.866 |   21.864 |   21.921 ||   -0.16   -0.17   +0.09
R3   |   21.793 |   21.765 |   21.759 |   21.801 ||   -0.13   -0.16   +0.04
R4   |   21.713 |   21.706 |   21.699 |   21.734 ||   -0.03   -0.06   +0.10
R6   |   21.625 |   21.622 |   21.622 |   21.641 ||   -0.01   -0.01   +0.07
### p-g4-g4h : g4 g4h g4 g4h
mix  |     g4_0 |    g4h_1 |     g4_2 |    g4h_3 ||   g4h_1%    g4_2%   g4h_3%
A    |   20.324 |   20.442 |   20.353 |   20.540 ||   +0.58   +0.14   +1.06
B    |   50.047 |   50.089 |   50.052 |   50.130 ||   +0.08   +0.01   +0.17
C    |   29.888 |   29.916 |   29.867 |   30.033 ||   +0.09   -0.07   +0.48
D    |   14.948 |   15.229 |   14.949 |   15.235 ||   +1.88   +0.00   +1.92
E    |   14.954 |   15.234 |   14.956 |   15.230 ||   +1.87   +0.01   +1.84
F    |   19.918 |   19.981 |   19.942 |   19.943 ||   +0.32   +0.12   +0.12
R1   |   22.128 |   22.115 |   22.079 |   22.089 ||   -0.06   -0.22   -0.18
R2   |   21.910 |   21.906 |   21.850 |   21.855 ||   -0.02   -0.27   -0.25
R3   |   21.787 |   21.787 |   21.754 |   21.765 ||   +0.00   -0.15   -0.10
R4   |   21.717 |   21.716 |   21.700 |   21.700 ||   -0.00   -0.08   -0.08
R6   |   21.630 |   21.634 |   21.626 |   21.622 ||   +0.02   -0.02   -0.04
mix  |     g4_0 |    g4h_1 |     g4_2 |    g4h_3 ||   g4h_1%    g4_2%   g4h_3%
A    |   20.346 |   20.409 |   20.365 |   20.561 ||   +0.31   +0.09   +1.06
B    |   50.046 |   50.117 |   50.052 |   50.125 ||   +0.14   +0.01   +0.16
C    |   29.868 |   29.929 |   29.825 |   30.042 ||   +0.20   -0.14   +0.58
D    |   14.948 |   15.234 |   14.950 |   15.231 ||   +1.91   +0.01   +1.90
E    |   14.956 |   15.231 |   14.955 |   15.225 ||   +1.84   -0.01   +1.80
F    |   19.925 |   19.981 |   19.939 |   19.945 ||   +0.28   +0.07   +0.10
R1   |   22.134 |   22.114 |   22.070 |   22.087 ||   -0.09   -0.29   -0.21
R2   |   21.908 |   21.897 |   21.857 |   21.865 ||   -0.05   -0.24   -0.20
R3   |   21.792 |   21.784 |   21.759 |   21.760 ||   -0.04   -0.15   -0.14
R4   |   21.721 |   21.721 |   21.703 |   21.702 ||   +0.00   -0.08   -0.09
R6   |   21.625 |   21.630 |   21.624 |   21.624 ||   +0.02   -0.01   -0.01
### p-g4h-g4 : g4h g4 g4h g4
mix  |    g4h_0 |     g4_1 |    g4h_2 |     g4_3 ||    g4_1%   g4h_2%    g4_3%
A    |   20.426 |   20.363 |   20.395 |   20.470 ||   -0.31   -0.15   +0.22
B    |   50.125 |   50.039 |   50.037 |   50.136 ||   -0.17   -0.18   +0.02
C    |   29.937 |   29.886 |   29.895 |   30.122 ||   -0.17   -0.14   +0.62
D    |   15.234 |   14.948 |   15.229 |   14.952 ||   -1.88   -0.04   -1.85
E    |   15.230 |   14.953 |   15.231 |   14.953 ||   -1.81   +0.01   -1.81
F    |   19.979 |   19.943 |   19.948 |   19.910 ||   -0.18   -0.15   -0.34
R1   |   22.134 |   22.090 |   22.085 |   22.129 ||   -0.20   -0.22   -0.02
R2   |   21.918 |   21.856 |   21.864 |   21.909 ||   -0.28   -0.24   -0.04
R3   |   21.791 |   21.770 |   21.759 |   21.796 ||   -0.10   -0.15   +0.02
R4   |   21.714 |   21.699 |   21.701 |   21.732 ||   -0.07   -0.06   +0.08
R6   |   21.635 |   21.618 |   21.627 |   21.641 ||   -0.08   -0.03   +0.03
mix  |    g4h_0 |     g4_1 |    g4h_2 |     g4_3 ||    g4_1%   g4h_2%    g4_3%
A    |   20.409 |   20.374 |   20.389 |   20.474 ||   -0.17   -0.10   +0.32
B    |   50.113 |   50.038 |   50.042 |   50.122 ||   -0.15   -0.14   +0.02
C    |   29.949 |   29.879 |   29.921 |   30.150 ||   -0.23   -0.09   +0.67
D    |   15.235 |   14.946 |   15.233 |   14.945 ||   -1.90   -0.02   -1.90
E    |   15.221 |   14.951 |   15.232 |   14.959 ||   -1.77   +0.07   -1.73
F    |   19.982 |   19.947 |   19.951 |   19.923 ||   -0.17   -0.16   -0.30
R1   |   22.131 |   22.084 |   22.067 |   22.127 ||   -0.21   -0.29   -0.02
R2   |   21.908 |   21.863 |   21.861 |   21.911 ||   -0.21   -0.21   +0.01
R3   |   21.790 |   21.766 |   21.758 |   21.795 ||   -0.11   -0.14   +0.03
R4   |   21.716 |   21.711 |   21.699 |   21.727 ||   -0.02   -0.08   +0.05
R6   |   21.634 |   21.620 |   21.626 |   21.633 ||   -0.07   -0.04   -0.01
### p-g4-t4p8 : g4 t4p8 g4 t4p8
mix  |     g4_0 |   t4p8_1 |     g4_2 |   t4p8_3 ||  t4p8_1%    g4_2%  t4p8_3%
A    |   20.400 |   19.072 |   20.368 |   18.971 ||   -6.51   -0.16   -7.00
B    |   50.128 |   49.003 |   50.072 |   49.012 ||   -2.25   -0.11   -2.23
C    |   29.964 |   29.146 |   30.060 |   29.136 ||   -2.73   +0.32   -2.77
D    |   14.938 |   10.917 |   14.945 |   10.917 ||  -26.92   +0.04  -26.92
E    |   14.943 |   12.021 |   14.951 |   12.023 ||  -19.56   +0.05  -19.54
F    |   19.922 |   17.843 |   19.923 |   17.875 ||  -10.44   +0.00  -10.28
R1   |   22.122 |   22.228 |   22.105 |   22.247 ||   +0.48   -0.08   +0.57
R2   |   21.908 |   21.644 |   21.901 |   21.671 ||   -1.21   -0.04   -1.08
R3   |   21.797 |   21.195 |   21.793 |   21.216 ||   -2.76   -0.02   -2.67
R4   |   21.714 |   20.952 |   21.718 |   20.984 ||   -3.51   +0.02   -3.36
R6   |   21.630 |   20.512 |   21.631 |   20.512 ||   -5.17   +0.01   -5.17
mix  |     g4_0 |   t4p8_1 |     g4_2 |   t4p8_3 ||  t4p8_1%    g4_2%  t4p8_3%
A    |   20.359 |   19.017 |   20.412 |   19.041 ||   -6.59   +0.26   -6.47
B    |   50.119 |   48.975 |   50.095 |   49.041 ||   -2.28   -0.05   -2.15
C    |   29.979 |   29.155 |   30.059 |   29.139 ||   -2.75   +0.27   -2.80
D    |   14.942 |   10.920 |   14.946 |   10.918 ||  -26.92   +0.03  -26.93
E    |   14.950 |   12.028 |   14.953 |   12.040 ||  -19.55   +0.02  -19.46
F    |   19.918 |   17.867 |   19.927 |   17.847 ||  -10.30   +0.04  -10.40
R1   |   22.120 |   22.226 |   22.105 |   22.227 ||   +0.48   -0.06   +0.49
R2   |   21.907 |   21.648 |   21.904 |   21.668 ||   -1.18   -0.01   -1.09
R3   |   21.790 |   21.201 |   21.784 |   21.215 ||   -2.70   -0.03   -2.64
R4   |   21.717 |   20.947 |   21.720 |   20.972 ||   -3.54   +0.01   -3.43
R6   |   21.628 |   20.513 |   21.631 |   20.516 ||   -5.15   +0.01   -5.14
### p-t4p8-g4 : t4p8 g4 t4p8 g4
mix  |   t4p8_0 |     g4_1 |   t4p8_2 |     g4_3 ||    g4_1%  t4p8_2%    g4_3%
A    |   19.040 |   20.423 |   19.002 |   20.422 ||   +7.26   -0.20   +7.26
B    |   49.044 |   50.111 |   48.932 |   50.117 ||   +2.18   -0.23   +2.19
C    |   29.195 |   30.079 |   29.175 |   29.863 ||   +3.03   -0.07   +2.29
D    |   10.922 |   14.952 |   10.917 |   14.940 ||  +36.90   -0.04  +36.79
E    |   12.026 |   14.958 |   12.062 |   14.956 ||  +24.38   +0.30  +24.36
F    |   17.882 |   19.931 |   17.879 |   19.938 ||  +11.46   -0.02  +11.50
R1   |   22.221 |   22.123 |   22.229 |   22.103 ||   -0.44   +0.04   -0.53
R2   |   21.656 |   21.909 |   21.653 |   21.911 ||   +1.17   -0.01   +1.18
R3   |   21.206 |   21.784 |   21.210 |   21.797 ||   +2.73   +0.02   +2.79
R4   |   20.960 |   21.718 |   20.961 |   21.724 ||   +3.61   +0.00   +3.65
R6   |   20.515 |   21.636 |   20.509 |   21.626 ||   +5.46   -0.03   +5.42
mix  |   t4p8_0 |     g4_1 |   t4p8_2 |     g4_3 ||    g4_1%  t4p8_2%    g4_3%
A    |   19.104 |   20.396 |   19.029 |   20.406 ||   +6.76   -0.39   +6.82
