### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
R3   |   26.456 |   26.476 |   26.460 |   26.532 ||   +0.08   +0.02   +0.29
R4   |   26.320 |   26.378 |   26.300 |   26.352 ||   +0.22   -0.08   +0.12
R6   |   26.078 |   26.118 |   26.084 |   26.126 ||   +0.15   +0.02   +0.18
### p-g4-t4 : g4 t4 g4 t4
mix  |     g4_0 |     t4_1 |     g4_2 |     t4_3 ||    t4_1%    g4_2%    t4_3%
A    |   24.603 |   23.839 |   24.694 |   24.066 ||   -3.11   +0.37   -2.18
B    |   59.401 |   58.719 |   59.478 |   58.656 ||   -1.15   +0.13   -1.26
C    |   36.134 |   35.537 |   36.123 |   35.817 ||   -1.65   -0.03   -0.88
D    |   17.873 |   12.901 |   17.874 |   12.903 ||  -27.82   +0.01  -27.81
E    |   17.869 |   14.625 |   17.871 |   14.479 ||  -18.15   +0.01  -18.97
F    |   23.883 |   22.207 |   23.864 |   22.545 ||   -7.02   -0.08   -5.60
R1   |   27.172 |   27.194 |   27.256 |   27.302 ||   +0.08   +0.31   +0.48
R2   |   26.745 |   26.736 |   26.764 |   26.804 ||   -0.04   +0.07   +0.22
R3   |   26.475 |   26.504 |   26.521 |   26.547 ||   +0.11   +0.18   +0.27
R4   |   26.312 |   26.360 |   26.294 |   26.400 ||   +0.18   -0.07   +0.33
R6   |   26.093 |   26.101 |   26.084 |   26.149 ||   +0.03   -0.04   +0.21
mix  |     g4_0 |     t4_1 |     g4_2 |     t4_3 ||    t4_1%    g4_2%    t4_3%
A    |   24.598 |   23.867 |   24.722 |   24.041 ||   -2.97   +0.50   -2.27
B    |   59.402 |   58.780 |   59.454 |   58.746 ||   -1.05   +0.09   -1.10
C    |   36.118 |   35.538 |   36.139 |   35.806 ||   -1.61   +0.06   -0.86
D    |   17.862 |   12.901 |   17.861 |   12.904 ||  -27.77   -0.00  -27.76
E    |   17.873 |   14.403 |   17.871 |   14.352 ||  -19.42   -0.01  -19.70
F    |   23.882 |   22.225 |   23.864 |   22.520 ||   -6.94   -0.07   -5.70
R1   |   27.197 |   27.198 |   27.273 |   27.349 ||   +0.00   +0.28   +0.56
R2   |   26.792 |   26.745 |   26.777 |   26.849 ||   -0.17   -0.06   +0.21
R3   |   26.475 |   26.505 |   26.518 |   26.530 ||   +0.11   +0.16   +0.21
R4   |   26.316 |   26.352 |   26.319 |   26.395 ||   +0.14   +0.01   +0.30
R6   |   26.094 |   26.106 |   26.077 |   26.148 ||   +0.04   -0.07   +0.21
### p-t4-g4 : t4 g4 t4 g4
mix  |     t4_0 |     g4_1 |     t4_2 |     g4_3 ||    g4_1%    t4_2%    g4_3%
A    |   23.912 |   24.654 |   23.974 |   24.638 ||   +3.10   +0.26   +3.03
B    |   58.853 |   59.399 |   58.808 |   59.425 ||   +0.93   -0.08   +0.97
C    |   35.573 |   36.207 |   35.574 |   36.131 ||   +1.78   +0.00   +1.57
D    |   12.901 |   17.874 |   12.903 |   17.866 ||  +38.55   +0.02  +38.48
E    |   14.292 |   17.871 |   14.323 |   17.867 ||  +25.04   +0.21  +25.01
F    |   22.293 |   23.895 |   22.449 |   23.897 ||   +7.19   +0.70   +7.19
R1   |   27.211 |   27.261 |   27.262 |   27.179 ||   +0.18   +0.19   -0.12
R2   |   26.754 |   26.853 |   26.822 |   26.703 ||   +0.37   +0.26   -0.19
R3   |   26.475 |   26.552 |   26.491 |   26.426 ||   +0.29   +0.06   -0.19
R4   |   26.322 |   26.391 |   26.315 |   26.302 ||   +0.26   -0.03   -0.08
R6   |   26.086 |   26.084 |   26.068 |   26.072 ||   -0.01   -0.07   -0.05
mix  |     t4_0 |     g4_1 |     t4_2 |     g4_3 ||    g4_1%    t4_2%    g4_3%
A    |   23.893 |   24.661 |   23.966 |   24.596 ||   +3.21   +0.30   +2.94
B    |   58.840 |   59.387 |   58.857 |   59.418 ||   +0.93   +0.03   +0.98
C    |   35.567 |   36.175 |   35.631 |   36.184 ||   +1.71   +0.18   +1.74
D    |   12.895 |   17.879 |   12.902 |   17.870 ||  +38.65   +0.06  +38.58
E    |   14.558 |   17.872 |   14.277 |   17.874 ||  +22.76   -1.93  +22.78
F    |   22.291 |   23.900 |   22.428 |   23.884 ||   +7.22   +0.62   +7.15
R1   |   27.210 |   27.224 |   27.273 |   27.180 ||   +0.05   +0.23   -0.11
R2   |   26.755 |   26.847 |   26.809 |   26.721 ||   +0.35   +0.20   -0.13
R3   |   26.470 |   26.546 |   26.489 |   26.449 ||   +0.29   +0.07   -0.08
R4   |   26.317 |   26.389 |   26.299 |   26.305 ||   +0.27   -0.07   -0.05
R6   |   26.089 |   26.113 |   26.050 |   26.066 ||   +0.09   -0.15   -0.09
### p-g4-a4 : g4 a4 g4 a4
mix  |     g4_0 |     a4_1 |     g4_2 |     a4_3 ||    a4_1%    g4_2%    a4_3%
A    |   24.631 |   23.518 |   24.562 |   24.850 ||   -4.52   -0.28   +0.89
B    |   59.412 |   59.749 |   59.372 |   59.777 ||   +0.57   -0.07   +0.61
C    |   36.158 |   36.209 |   36.141 |   36.273 ||   +0.14   -0.05   +0.32
D    |   17.871 |   13.556 |   17.870 |   13.561 ||  -24.15   -0.00  -24.11
E    |   17.865 |   15.518 |   17.861 |   15.508 ||  -13.14   -0.02  -13.19
F    |   23.884 |   22.995 |   23.884 |   23.132 ||   -3.72   +0.00   -3.15
R1   |   27.189 |   27.210 |   27.215 |   27.211 ||   +0.08   +0.09   +0.08
R2   |   26.751 |   26.770 |   26.730 |   26.719 ||   +0.07   -0.08   -0.12
R3   |   26.473 |   26.515 |   26.465 |   26.450 ||   +0.16   -0.03   -0.09
R4   |   26.317 |   26.360 |   26.313 |   26.307 ||   +0.16   -0.02   -0.04
R6   |   26.086 |   26.110 |   26.081 |   26.086 ||   +0.09   -0.02   -0.00
mix  |     g4_0 |     a4_1 |     g4_2 |     a4_3 ||    a4_1%    g4_2%    a4_3%
A    |   24.581 |   23.488 |   24.584 |   23.561 ||   -4.45   +0.01   -4.15
B    |   59.402 |   59.687 |   59.323 |   59.772 ||   +0.48   -0.13   +0.62
C    |   36.210 |   36.216 |   36.171 |   36.259 ||   +0.02   -0.11   +0.13
D    |   17.869 |   13.547 |   17.858 |   13.552 ||  -24.19   -0.06  -24.16
E    |   17.860 |   15.521 |   17.860 |   15.483 ||  -13.10   -0.00  -13.31
F    |   23.875 |   23.005 |   23.881 |   23.080 ||   -3.64   +0.03   -3.33
R1   |   27.193 |   27.197 |   27.203 |   27.203 ||   +0.01   +0.04   +0.04
R2   |   26.725 |   26.777 |   26.744 |   26.733 ||   +0.19   +0.07   +0.03
R3   |   26.472 |   26.481 |   26.453 |   26.458 ||   +0.03   -0.07   -0.05
R4   |   26.309 |   26.349 |   26.311 |   26.307 ||   +0.15   +0.01   -0.01
R6   |   26.089 |   26.105 |   26.081 |   26.082 ||   +0.06   -0.03   -0.03
### p-a4-g4 : a4 g4 a4 g4
mix  |     a4_0 |     g4_1 |     a4_2 |     g4_3 ||    g4_1%    a4_2%    g4_3%
A    |   23.543 |   24.619 |   23.354 |   24.709 ||   +4.57   -0.80   +4.95
B    |   59.790 |   59.382 |   59.737 |   59.463 ||   -0.68   -0.09   -0.55
C    |   36.394 |   36.149 |   36.163 |   36.328 ||   -0.67   -0.63   -0.18
D    |   13.646 |   17.871 |   13.608 |   17.871 ||  +30.96   -0.28  +30.96
E    |   15.528 |   17.875 |   15.527 |   17.859 ||  +15.11   -0.01  +15.01
F    |   23.007 |   23.872 |   22.954 |   23.895 ||   +3.76   -0.23   +3.86
R1   |   27.226 |   27.191 |   27.177 |   27.172 ||   -0.13   -0.18   -0.20
R2   |   26.733 |   26.755 |   26.717 |   26.705 ||   +0.08   -0.06   -0.11
R3   |   26.484 |   26.465 |   26.443 |   26.460 ||   -0.07   -0.15   -0.09
R4   |   26.314 |   26.321 |   26.307 |   26.298 ||   +0.03   -0.03   -0.06
R6   |   26.098 |   26.095 |   26.088 |   26.057 ||   -0.01   -0.04   -0.16
mix  |     a4_0 |     g4_1 |     a4_2 |     g4_3 ||    g4_1%    a4_2%    g4_3%
A    |   23.596 |   24.592 |   23.465 |   24.708 ||   +4.22   -0.56   +4.71
B    |   59.860 |   59.374 |   59.723 |   59.434 ||   -0.81   -0.23   -0.71
C    |   36.393 |   36.150 |   36.164 |   36.307 ||   -0.67   -0.63   -0.24
D    |   13.647 |   17.860 |   13.609 |   17.873 ||  +30.88   -0.27  +30.97
E    |   15.521 |   17.869 |   15.530 |   17.868 ||  +15.13   +0.06  +15.12
F    |   23.035 |   23.882 |   22.957 |   23.876 ||   +3.68   -0.34   +3.65
R1   |   27.224 |   27.197 |   27.176 |   27.198 ||   -0.10   -0.18   -0.10
R2   |   26.749 |   26.723 |   26.741 |   26.716 ||   -0.10   -0.03   -0.12
R3   |   26.474 |   26.483 |   26.446 |   26.457 ||   +0.03   -0.11   -0.06
R4   |   26.319 |   26.315 |   26.301 |   26.293 ||   -0.01   -0.07   -0.10
R6   |   26.089 |   26.096 |   26.102 |   26.077 ||   +0.02   +0.05   -0.05
### p-a4-t4 : a4 t4 a4 t4
mix  |     a4_0 |     t4_1 |     a4_2 |     t4_3 ||    t4_1%    a4_2%    t4_3%
A    |   23.608 |   23.743 |   24.676 |   23.973 ||   +0.57   +4.52   +1.54
B    |   59.762 |   58.723 |   59.820 |   58.858 ||   -1.74   +0.10   -1.51
C    |   36.459 |   35.723 |   36.163 |   35.643 ||   -2.02   -0.81   -2.24
D    |   13.646 |   12.899 |   13.545 |   12.896 ||   -5.47   -0.74   -5.50
E    |   15.558 |   14.333 |   15.546 |   14.485 ||   -7.87   -0.07   -6.89
F    |   23.061 |   22.294 |   23.251 |   22.419 ||   -3.33   +0.82   -2.79
R1   |   27.198 |   27.183 |   27.213 |   27.268 ||   -0.06   +0.05   +0.26
R2   |   26.787 |   26.732 |   26.790 |   26.763 ||   -0.21   +0.01   -0.09
R3   |   26.473 |   26.482 |   26.513 |   26.453 ||   +0.03   +0.15   -0.08
R4   |   26.312 |   26.315 |   26.297 |   26.321 ||   +0.01   -0.06   +0.03
R6   |   26.094 |   26.094 |   26.127 |   26.119 ||   +0.00   +0.13   +0.10
mix  |     a4_0 |     t4_1 |     a4_2 |     t4_3 ||    t4_1%    a4_2%    t4_3%
A    |   23.548 |   22.759 |   23.854 |   23.969 ||   -3.35   +1.30   +1.79
B    |   59.805 |   58.705 |   59.800 |   58.881 ||   -1.84   -0.01   -1.54
C    |   36.465 |   35.755 |   36.194 |   35.654 ||   -1.95   -0.74   -2.22
D    |   13.646 |   12.900 |   13.551 |   12.901 ||   -5.47   -0.70   -5.46
E    |   15.544 |   14.707 |   15.540 |   14.397 ||   -5.39   -0.03   -7.38
F    |   23.049 |   22.264 |   23.247 |   22.409 ||   -3.41   +0.86   -2.78
R1   |   27.193 |   27.179 |   27.246 |   27.240 ||   -0.05   +0.20   +0.18
R2   |   26.730 |   26.738 |   26.800 |   26.849 ||   +0.03   +0.26   +0.44
R3   |   26.479 |   26.472 |   26.459 |   26.552 ||   -0.03   -0.08   +0.27
R4   |   26.311 |   26.310 |   26.265 |   26.378 ||   -0.00   -0.17   +0.25
R6   |   26.098 |   26.096 |   26.061 |   26.119 ||   -0.01   -0.14   +0.08
### p-t4-a4 : t4 a4 t4 a4
mix  |     t4_0 |     a4_1 |     t4_2 |     a4_3 ||    a4_1%    t4_2%    a4_3%
A    |   23.940 |   24.853 |   24.047 |   23.671 ||   +3.81   +0.44   -1.12
B    |   58.818 |   59.762 |   58.832 |   59.798 ||   +1.61   +0.02   +1.67
C    |   35.701 |   36.263 |   35.637 |   36.334 ||   +1.57   -0.18   +1.77
D    |   12.898 |   13.574 |   12.879 |   13.632 ||   +5.24   -0.15   +5.69
E    |   14.382 |   15.546 |   14.279 |   15.515 ||   +8.09   -0.72   +7.88
F    |   22.310 |   23.295 |   22.537 |   23.076 ||   +4.42   +1.02   +3.43
R1   |   27.192 |   27.242 |   27.244 |   27.196 ||   +0.18   +0.19   +0.02
R2   |   26.746 |   26.803 |   26.793 |   26.762 ||   +0.21   +0.18   +0.06
R3   |   26.469 |   26.554 |   26.433 |   26.461 ||   +0.32   -0.14   -0.03
R4   |   26.308 |   26.329 |   26.300 |   26.313 ||   +0.08   -0.03   +0.02
R6   |   26.095 |   26.073 |   26.094 |   26.083 ||   -0.08   -0.00   -0.04
mix  |     t4_0 |     a4_1 |     t4_2 |     a4_3 ||    a4_1%    t4_2%    a4_3%
A    |   23.903 |   25.070 |   24.053 |   23.697 ||   +4.88   +0.63   -0.86
B    |   58.801 |   59.847 |   58.823 |   59.862 ||   +1.78   +0.04   +1.80
C    |   35.620 |   36.261 |   35.495 |   36.341 ||   +1.80   -0.35   +2.02
D    |   12.888 |   13.574 |   12.878 |   13.620 ||   +5.32   -0.08   +5.68
E    |   14.345 |   15.528 |   14.285 |   15.525 ||   +8.24   -0.42   +8.22
F    |   22.293 |   23.299 |   22.520 |   23.077 ||   +4.51   +1.02   +3.51
R1   |   27.188 |   27.241 |   27.250 |   27.199 ||   +0.20   +0.23   +0.04
R2   |   26.757 |   26.857 |   26.822 |   26.737 ||   +0.37   +0.24   -0.07
R3   |   26.473 |   26.550 |   26.523 |   26.466 ||   +0.29   +0.19   -0.03
R4   |   26.313 |   26.383 |   26.367 |   26.302 ||   +0.26   +0.20   -0.04
R6   |   26.092 |   26.128 |   26.136 |   26.081 ||   +0.14   +0.17   -0.04
### p-g4-g4h : g4 g4h g4 g4h
mix  |     g4_0 |    g4h_1 |     g4_2 |    g4h_3 ||   g4h_1%    g4_2%   g4h_3%
A    |   24.555 |   24.655 |   24.597 |   24.823 ||   +0.40   +0.17   +1.09
B    |   59.370 |   59.424 |   59.409 |   59.564 ||   +0.09   +0.07   +0.33
C    |   36.047 |   36.115 |   36.002 |   36.282 ||   +0.19   -0.12   +0.65
D    |   17.870 |   17.991 |   17.882 |   17.989 ||   +0.68   +0.07   +0.67
E    |   17.873 |   17.987 |   17.874 |   17.994 ||   +0.64   +0.01   +0.68
F    |   23.891 |   23.892 |   23.880 |   23.910 ||   +0.00   -0.04   +0.08
R1   |   27.205 |   27.186 |   27.230 |   27.269 ||   -0.07   +0.09   +0.23
R2   |   26.766 |   26.766 |   26.798 |   26.842 ||   -0.00   +0.12   +0.29
R3   |   26.478 |   26.502 |   26.530 |   26.470 ||   +0.09   +0.20   -0.03
R4   |   26.312 |   26.353 |   26.375 |   26.355 ||   +0.16   +0.24   +0.16
R6   |   26.090 |   26.107 |   26.122 |   26.121 ||   +0.06   +0.12   +0.12
mix  |     g4_0 |    g4h_1 |     g4_2 |    g4h_3 ||   g4h_1%    g4_2%   g4h_3%
A    |   24.568 |   24.643 |   24.629 |   24.813 ||   +0.31   +0.25   +1.00
B    |   59.390 |   59.425 |   59.367 |   59.583 ||   +0.06   -0.04   +0.32
C    |   36.086 |   36.077 |   36.085 |   36.283 ||   -0.02   -0.00   +0.55
D    |   17.868 |   17.987 |   17.875 |   17.986 ||   +0.66   +0.04   +0.66
E    |   17.869 |   17.983 |   17.875 |   17.990 ||   +0.64   +0.03   +0.68
F    |   23.871 |   23.884 |   23.884 |   23.906 ||   +0.05   +0.05   +0.15
R1   |   27.200 |   27.195 |   27.269 |   27.269 ||   -0.02   +0.26   +0.26
R2   |   26.760 |   26.734 |   26.831 |   26.819 ||   -0.10   +0.26   +0.22
R3   |   26.467 |   26.483 |   26.530 |   26.460 ||   +0.06   +0.24   -0.03
R4   |   26.326 |   26.352 |   26.370 |   26.300 ||   +0.10   +0.17   -0.10
R6   |   26.087 |   26.110 |   26.092 |   26.123 ||   +0.09   +0.02   +0.14
### p-g4h-g4 : g4h g4 g4h g4
mix  |    g4h_0 |     g4_1 |    g4h_2 |     g4_3 ||    g4_1%   g4h_2%    g4_3%
A    |   24.646 |   24.600 |   24.687 |   24.691 ||   -0.19   +0.17   +0.18
B    |   59.439 |   59.295 |   59.469 |   59.390 ||   -0.24   +0.05   -0.08
C    |   36.109 |   36.135 |   36.152 |   36.281 ||   +0.07   +0.12   +0.48
D    |   17.982 |   17.872 |   17.995 |   17.866 ||   -0.61   +0.08   -0.64
E    |   17.982 |   17.874 |   17.992 |   17.870 ||   -0.60   +0.06   -0.62
F    |   23.877 |   23.891 |   23.908 |   23.891 ||   +0.06   +0.13   +0.06
R1   |   27.228 |   27.261 |   27.260 |   27.214 ||   +0.12   +0.12   -0.05
R2   |   26.747 |   26.829 |   26.842 |   26.734 ||   +0.31   +0.36   -0.05
R3   |   26.476 |   26.533 |   26.510 |   26.466 ||   +0.21   +0.13   -0.04
R4   |   26.326 |   26.371 |   26.336 |   26.316 ||   +0.17   +0.04   -0.04
R6   |   26.100 |   26.132 |   26.074 |   26.098 ||   +0.12   -0.10   -0.01
mix  |    g4h_0 |     g4_1 |    g4h_2 |     g4_3 ||    g4_1%   g4h_2%    g4_3%
A    |   24.651 |   24.606 |   24.705 |   24.681 ||   -0.18   +0.22   +0.12
B    |   59.475 |   59.324 |   59.462 |   59.401 ||   -0.25   -0.02   -0.13
C    |   36.134 |   36.110 |   36.064 |   36.279 ||   -0.07   -0.19   +0.40
D    |   17.982 |   17.868 |   17.990 |   17.868 ||   -0.63   +0.04   -0.63
E    |   17.987 |   17.876 |   17.993 |   17.866 ||   -0.62   +0.03   -0.67
F    |   23.883 |   23.892 |   23.905 |   23.881 ||   +0.04   +0.09   -0.01
R1   |   27.211 |   27.237 |   27.187 |   27.216 ||   +0.09   -0.09   +0.02
R2   |   26.761 |   26.820 |   26.885 |   26.741 ||   +0.22   +0.46   -0.08
R3   |   26.484 |   26.542 |   26.538 |   26.472 ||   +0.22   +0.21   -0.04
R4   |   26.320 |   26.369 |   26.365 |   26.328 ||   +0.18   +0.17   +0.03
R6   |   26.089 |   26.142 |   26.125 |   26.099 ||   +0.20   +0.14   +0.04
### p-g4-t4p8 : g4 t4p8 g4 t4p8
mix  |     g4_0 |   t4p8_1 |     g4_2 |   t4p8_3 ||  t4p8_1%    g4_2%  t4p8_3%
A    |   24.582 |   22.969 |   24.609 |   24.227 ||   -6.56   +0.11   -1.44
B    |   59.386 |   59.139 |   59.396 |   59.084 ||   -0.42   +0.02   -0.51
C    |   36.159 |   35.734 |   36.160 |   35.632 ||   -1.17   +0.00   -1.46
D    |   17.868 |   12.900 |   17.870 |   12.900 ||  -27.81   +0.01  -27.81
E    |   17.865 |   14.750 |   17.873 |   14.730 ||  -17.44   +0.05  -17.55
F    |   23.870 |   20.774 |   23.882 |   20.876 ||  -12.97   +0.05  -12.55
R1   |   27.203 |   26.094 |   27.188 |   26.135 ||   -4.08   -0.06   -3.93
R2   |   26.760 |   25.273 |   26.745 |   25.349 ||   -5.55   -0.06   -5.27
R3   |   26.466 |   24.800 |   26.466 |   24.836 ||   -6.30   -0.00   -6.16
R4   |   26.324 |   24.516 |   26.309 |   24.561 ||   -6.87   -0.06   -6.70
R6   |   26.103 |   23.959 |   26.089 |   23.976 ||   -8.21   -0.05   -8.15
mix  |     g4_0 |   t4p8_1 |     g4_2 |   t4p8_3 ||  t4p8_1%    g4_2%  t4p8_3%
A    |   24.597 |   23.044 |   24.606 |   23.867 ||   -6.31   +0.04   -2.97
B    |   59.398 |   59.126 |   59.422 |   59.085 ||   -0.46   +0.04   -0.53
C    |   36.189 |   35.728 |   36.237 |   35.660 ||   -1.27   +0.13   -1.46
D    |   17.876 |   12.903 |   17.870 |   12.901 ||  -27.82   -0.04  -27.83
E    |   17.869 |   14.644 |   17.876 |   14.746 ||  -18.05   +0.04  -17.48
F    |   23.893 |   20.796 |   23.875 |   20.840 ||  -12.96   -0.07  -12.78
R1   |   27.173 |   26.083 |   27.175 |   26.157 ||   -4.01   +0.01   -3.74
R2   |   26.791 |   25.267 |   26.739 |   25.326 ||   -5.69   -0.20   -5.47
R3   |   26.481 |   24.796 |   26.477 |   24.826 ||   -6.36   -0.02   -6.25
R4   |   26.324 |   24.515 |   26.304 |   24.550 ||   -6.87   -0.07   -6.74
R6   |   26.103 |   23.960 |   26.075 |   23.979 ||   -8.21   -0.11   -8.14
### p-t4p8-g4 : t4p8 g4 t4p8 g4
mix  |   t4p8_0 |     g4_1 |   t4p8_2 |     g4_3 ||    g4_1%  t4p8_2%    g4_3%
A    |   22.963 |   24.618 |   24.232 |   24.576 ||   +7.21   +5.52   +7.02
B    |   59.209 |   59.349 |   59.092 |   59.351 ||   +0.24   -0.20   +0.24
C    |   35.826 |   36.095 |   35.788 |   36.095 ||   +0.75   -0.11   +0.75
D    |   12.908 |   17.866 |   12.906 |   17.876 ||  +38.41   -0.01  +38.49
E    |   14.759 |   17.858 |   14.592 |   17.860 ||  +21.00   -1.13  +21.01
F    |   20.817 |   23.892 |   20.847 |   23.881 ||  +14.77   +0.15  +14.72
R1   |   26.147 |   27.145 |   26.212 |   27.217 ||   +3.81   +0.25   +4.09
R2   |   25.329 |   26.750 |   25.394 |   26.786 ||   +5.61   +0.26   +5.75
R3   |   24.843 |   26.482 |   24.873 |   26.496 ||   +6.60   +0.12   +6.65
R4   |   24.534 |   26.312 |   24.581 |   26.344 ||   +7.25   +0.19   +7.38
R6   |   23.971 |   26.050 |   23.984 |   26.101 ||   +8.67   +0.06   +8.89
mix  |   t4p8_0 |     g4_1 |   t4p8_2 |     g4_3 ||    g4_1%  t4p8_2%    g4_3%
A    |   24.199 |   24.615 |   24.232 |   24.599 ||   +1.72   +0.14   +1.65
