### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
A    |   28.988 |   28.799 |   29.195 |   29.415 ||   -0.65   +0.72   +1.47
B    |   67.579 |   67.472 |   67.810 |   67.713 ||   -0.16   +0.34   +0.20
C    |   44.278 |   44.218 |   44.329 |   44.273 ||   -0.13   +0.12   -0.01
D    |   14.543 |   14.541 |   14.541 |   14.549 ||   -0.01   -0.01   +0.05
E    |   18.458 |   18.458 |   18.468 |   18.384 ||   +0.00   +0.05   -0.40
F    |   27.521 |   27.499 |   27.473 |   27.617 ||   -0.08   -0.17   +0.35
R1   |   33.086 |   33.098 |   33.067 |   33.049 ||   +0.04   -0.06   -0.11
R2   |   30.523 |   30.508 |   31.101 |   30.931 ||   -0.05   +1.90   +1.34
R3   |   29.780 |   29.780 |   30.244 |   30.111 ||   -0.00   +1.56   +1.11
R4   |   29.339 |   29.354 |   29.750 |   29.482 ||   +0.05   +1.40   +0.49
R6   |   28.556 |   28.619 |   28.877 |   28.695 ||   +0.22   +1.12   +0.49
### AA-t5 : t5 t5 t5 t5
mix  |     t5_0 |     t5_1 |     t5_2 |     t5_3 ||    t5_1%    t5_2%    t5_3%
A    |   27.810 |   27.711 |   27.854 |   27.801 ||   -0.36   +0.16   -0.03
B    |   66.692 |   66.560 |   66.669 |   66.515 ||   -0.20   -0.03   -0.27
C    |   44.053 |   43.972 |   44.165 |   43.917 ||   -0.18   +0.25   -0.31
D    |   14.504 |   14.508 |   14.502 |   14.561 ||   +0.03   -0.01   +0.39
E    |   17.703 |   17.612 |   17.685 |   17.736 ||   -0.51   -0.10   +0.19
F    |   27.632 |   27.671 |   27.646 |   27.682 ||   +0.14   +0.05   +0.18
R1   |   28.087 |   28.092 |   28.084 |   28.113 ||   +0.02   -0.01   +0.09
R2   |   29.695 |   29.902 |   29.689 |   29.974 ||   +0.70   -0.02   +0.94
R3   |   30.591 |   30.865 |   30.619 |   28.925 ||   +0.90   +0.09   -5.45
R4   |   29.163 |   29.104 |   29.151 |   29.089 ||   -0.20   -0.04   -0.25
R6   |   29.491 |   29.406 |   29.486 |   29.401 ||   -0.29   -0.02   -0.31
mix  |     t5_0 |     t5_1 |     t5_2 |     t5_3 ||    t5_1%    t5_2%    t5_3%
A    |   27.938 |   27.691 |   27.889 |   27.790 ||   -0.89   -0.18   -0.53
B    |   66.779 |   66.543 |   66.712 |   66.423 ||   -0.35   -0.10   -0.53
C    |   44.027 |   43.923 |   44.141 |   43.971 ||   -0.24   +0.26   -0.13
D    |   14.498 |   14.511 |   14.504 |   14.555 ||   +0.09   +0.04   +0.39
E    |   17.706 |   17.698 |   17.678 |   17.727 ||   -0.04   -0.16   +0.12
F    |   27.660 |   27.651 |   27.508 |   27.651 ||   -0.03   -0.55   -0.03
R1   |   28.037 |   28.097 |   28.099 |   28.095 ||   +0.21   +0.22   +0.21
R2   |   29.691 |   29.951 |   29.692 |   30.065 ||   +0.88   +0.00   +1.26
R3   |   30.606 |   30.866 |   30.591 |   30.842 ||   +0.85   -0.05   +0.77
R4   |   29.132 |   29.080 |   29.124 |   29.071 ||   -0.18   -0.03   -0.21
R6   |   29.495 |   29.406 |   29.494 |   29.390 ||   -0.30   -0.00   -0.36
### AA-t8 : t8 t8 t8 t8
mix  |     t8_0 |     t8_1 |     t8_2 |     t8_3 ||    t8_1%    t8_2%    t8_3%
A    |   27.106 |   27.315 |   27.106 |   27.276 ||   +0.77   -0.00   +0.63
B    |   67.348 |   67.712 |   67.414 |   67.837 ||   +0.54   +0.10   +0.73
C    |   44.802 |   45.203 |   44.938 |   44.934 ||   +0.89   +0.30   +0.29
D    |   14.503 |   14.507 |   14.502 |   14.525 ||   +0.03   -0.01   +0.15
E    |   18.586 |   18.754 |   18.559 |   18.717 ||   +0.90   -0.15   +0.70
F    |   27.804 |   27.859 |   27.773 |   27.822 ||   +0.20   -0.11   +0.06
R1   |   28.025 |   28.016 |   28.010 |   28.049 ||   -0.03   -0.06   +0.08
R2   |   26.994 |   27.045 |   27.016 |   27.010 ||   +0.19   +0.08   +0.06
R3   |   27.096 |   27.093 |   27.111 |   27.079 ||   -0.01   +0.06   -0.06
R4   |   27.164 |   27.177 |   27.168 |   27.154 ||   +0.05   +0.01   -0.04
R6   |   27.246 |   27.254 |   27.223 |   27.305 ||   +0.03   -0.08   +0.22
mix  |     t8_0 |     t8_1 |     t8_2 |     t8_3 ||    t8_1%    t8_2%    t8_3%
A    |   27.111 |   27.205 |   27.122 |   27.302 ||   +0.35   +0.04   +0.71
B    |   67.301 |   67.639 |   67.165 |   67.947 ||   +0.50   -0.20   +0.96
C    |   44.897 |   45.208 |   44.876 |   45.049 ||   +0.69   -0.05   +0.34
D    |   14.509 |   14.524 |   14.493 |   14.530 ||   +0.10   -0.10   +0.15
E    |   18.525 |   18.768 |   18.585 |   18.691 ||   +1.31   +0.33   +0.90
F    |   27.784 |   27.835 |   27.829 |   27.916 ||   +0.18   +0.16   +0.47
R1   |   28.049 |   27.663 |   28.032 |   28.103 ||   -1.37   -0.06   +0.19
R2   |   26.947 |   26.988 |   26.991 |   27.042 ||   +0.15   +0.16   +0.35
R3   |   27.147 |   27.159 |   27.100 |   27.090 ||   +0.04   -0.17   -0.21
R4   |   27.161 |   27.172 |   27.169 |   27.166 ||   +0.04   +0.03   +0.02
R6   |   27.255 |   27.250 |   27.242 |   27.260 ||   -0.02   -0.05   +0.02
### AA-t4 : t4 t4 t4 t4
mix  |     t4_0 |     t4_1 |     t4_2 |     t4_3 ||    t4_1%    t4_2%    t4_3%
A    |   28.596 |   28.804 |   28.758 |   28.824 ||   +0.73   +0.57   +0.80
B    |   67.147 |   67.192 |   67.183 |   67.110 ||   +0.07   +0.05   -0.05
C    |   44.310 |   44.293 |   44.335 |   44.290 ||   -0.04   +0.06   -0.05
D    |   14.499 |   14.531 |   14.500 |   14.533 ||   +0.22   +0.01   +0.23
E    |   18.151 |   18.239 |   18.307 |   18.156 ||   +0.48   +0.85   +0.03
F    |   27.696 |   27.834 |   27.642 |   27.802 ||   +0.50   -0.20   +0.38
R1   |   32.831 |   33.151 |   32.757 |   33.154 ||   +0.98   -0.23   +0.98
R2   |   32.943 |   33.297 |   32.883 |   33.422 ||   +1.07   -0.18   +1.46
R3   |   33.067 |   33.495 |   33.022 |   33.507 ||   +1.30   -0.13   +1.33
R4   |   31.250 |   31.014 |   31.179 |   31.019 ||   -0.76   -0.23   -0.74
R6   |   30.842 |   30.644 |   30.840 |   30.651 ||   -0.64   -0.01   -0.62
mix  |     t4_0 |     t4_1 |     t4_2 |     t4_3 ||    t4_1%    t4_2%    t4_3%
A    |   28.679 |   28.832 |   28.694 |   28.694 ||   +0.53   +0.05   +0.05
B    |   67.107 |   67.079 |   67.080 |   67.166 ||   -0.04   -0.04   +0.09
C    |   44.279 |   44.318 |   44.301 |   44.155 ||   +0.09   +0.05   -0.28
D    |   14.494 |   14.536 |   14.495 |   14.542 ||   +0.29   +0.01   +0.33
E    |   18.152 |   18.286 |   18.329 |   18.153 ||   +0.74   +0.98   +0.01
F    |   27.739 |   27.837 |   27.769 |   27.814 ||   +0.35   +0.11   +0.27
R1   |   32.772 |   33.038 |   32.705 |   33.132 ||   +0.81   -0.20   +1.10
R2   |   32.950 |   33.420 |   32.860 |   33.369 ||   +1.43   -0.27   +1.27
R3   |   31.835 |   33.585 |   32.742 |   33.510 ||   +5.50   +2.85   +5.26
R4   |   31.239 |   31.019 |   31.193 |   31.008 ||   -0.70   -0.15   -0.74
R6   |   30.856 |   30.659 |   30.708 |   30.648 ||   -0.64   -0.48   -0.67
### p-t4-t4p8 : t4 t4p8 t4 t4p8
mix  |     t4_0 |   t4p8_1 |     t4_2 |   t4p8_3 ||  t4p8_1%    t4_2%  t4p8_3%
A    |   28.610 |   28.871 |   28.824 |   29.436 ||   +0.91   +0.75   +2.89
B    |   67.042 |   67.588 |   67.003 |   67.784 ||   +0.82   -0.06   +1.11
C    |   44.283 |   44.430 |   44.282 |   44.196 ||   +0.33   -0.00   -0.20
D    |   14.491 |   14.522 |   14.532 |   14.530 ||   +0.21   +0.28   +0.27
E    |   18.135 |   18.277 |   18.255 |   18.609 ||   +0.78   +0.67   +2.62
F    |   27.611 |   27.609 |   27.756 |   27.487 ||   -0.01   +0.53   -0.45
R1   |   32.797 |   33.112 |   33.035 |   33.060 ||   +0.96   +0.72   +0.80
R2   |   32.008 |   30.584 |   31.630 |   30.783 ||   -4.45   -1.18   -3.83
R3   |   31.449 |   29.914 |   31.249 |   30.177 ||   -4.88   -0.64   -4.05
R4   |   31.221 |   29.593 |   30.976 |   29.665 ||   -5.22   -0.79   -4.98
R6   |   30.850 |   28.825 |   30.633 |   28.927 ||   -6.56   -0.70   -6.23
mix  |     t4_0 |   t4p8_1 |     t4_2 |   t4p8_3 ||  t4p8_1%    t4_2%  t4p8_3%
A    |   28.670 |   28.802 |   28.876 |   29.414 ||   +0.46   +0.72   +2.59
B    |   67.206 |   67.466 |   67.165 |   67.835 ||   +0.39   -0.06   +0.94
C    |   44.352 |   44.388 |   44.348 |   44.265 ||   +0.08   -0.01   -0.20
D    |   14.491 |   14.495 |   14.542 |   14.553 ||   +0.03   +0.35   +0.42
E    |   18.205 |   18.264 |   18.263 |   18.631 ||   +0.32   +0.32   +2.34
F    |   27.674 |   27.627 |   27.661 |   27.466 ||   -0.17   -0.05   -0.75
R1   |   32.830 |   33.023 |   33.047 |   33.091 ||   +0.59   +0.66   +0.79
R2   |   31.889 |   30.711 |   31.682 |   31.136 ||   -3.70   -0.65   -2.36
R3   |   31.440 |   29.992 |   31.262 |   30.053 ||   -4.60   -0.57   -4.41
R4   |   31.221 |   29.544 |   31.003 |   29.479 ||   -5.37   -0.70   -5.58
R6   |   30.853 |   28.782 |   30.663 |   28.665 ||   -6.71   -0.61   -7.09
### p-t4p8-t4 : t4p8 t4 t4p8 t4
mix  |   t4p8_0 |     t4_1 |   t4p8_2 |     t4_3 ||    t4_1%  t4p8_2%    t4_3%
A    |   28.962 |   28.667 |   29.103 |   28.893 ||   -1.02   +0.49   -0.24
B    |   67.509 |   66.927 |   67.514 |   67.243 ||   -0.86   +0.01   -0.39
C    |   44.220 |   44.193 |   44.318 |   44.300 ||   -0.06   +0.22   +0.18
D    |   14.535 |   14.495 |   14.507 |   14.533 ||   -0.28   -0.20   -0.02
E    |   18.425 |   18.147 |   18.290 |   18.243 ||   -1.51   -0.73   -0.99
F    |   27.535 |   27.699 |   27.708 |   27.988 ||   +0.60   +0.63   +1.64
R1   |   32.989 |   32.777 |   33.115 |   33.134 ||   -0.64   +0.38   +0.44
R2   |   30.537 |   31.949 |   30.679 |   31.659 ||   +4.62   +0.47   +3.67
R3   |   29.785 |   31.407 |   30.006 |   31.269 ||   +5.45   +0.74   +4.98
R4   |   29.333 |   31.156 |   29.580 |   31.024 ||   +6.22   +0.84   +5.77
R6   |   28.567 |   30.825 |   28.834 |   30.656 ||   +7.91   +0.94   +7.31
mix  |   t4p8_0 |     t4_1 |   t4p8_2 |     t4_3 ||    t4_1%  t4p8_2%    t4_3%
A    |   28.971 |   28.618 |   29.000 |   28.835 ||   -1.22   +0.10   -0.47
B    |   67.552 |   67.034 |   67.697 |   67.079 ||   -0.77   +0.22   -0.70
C    |   44.199 |   44.288 |   44.331 |   44.248 ||   +0.20   +0.30   +0.11
D    |   14.555 |   14.495 |   14.530 |   14.538 ||   -0.41   -0.17   -0.11
E    |   18.447 |   18.132 |   18.263 |   18.236 ||   -1.71   -1.00   -1.14
F    |   27.543 |   27.740 |   27.718 |   27.909 ||   +0.72   +0.64   +1.33
R1   |   33.015 |   32.700 |   33.030 |   33.004 ||   -0.96   +0.04   -0.03
R2   |   30.541 |   31.932 |   30.672 |   31.687 ||   +4.55   +0.43   +3.75
R3   |   29.794 |   31.392 |   30.035 |   31.257 ||   +5.36   +0.81   +4.91
R4   |   29.359 |   31.166 |   29.549 |   31.031 ||   +6.15   +0.65   +5.69
R6   |   28.576 |   30.784 |   28.867 |   30.658 ||   +7.73   +1.02   +7.29
### p-t5-t4p8 : t5 t4p8 t5 t4p8
mix  |     t5_0 |   t4p8_1 |     t5_2 |   t4p8_3 ||  t4p8_1%    t5_2%  t4p8_3%
A    |   27.907 |   28.733 |   27.737 |   29.232 ||   +2.96   -0.61   +4.75
B    |   66.887 |   67.323 |   66.390 |   67.697 ||   +0.65   -0.74   +1.21
C    |   44.061 |   44.334 |   43.949 |   44.262 ||   +0.62   -0.26   +0.45
D    |   14.488 |   14.513 |   14.556 |   14.528 ||   +0.17   +0.47   +0.28
E    |   17.705 |   18.329 |   17.676 |   18.622 ||   +3.52   -0.17   +5.18
F    |   27.639 |   27.654 |   27.535 |   27.504 ||   +0.06   -0.38   -0.49
R1   |   28.094 |   33.209 |   28.085 |   33.091 ||  +18.21   -0.03  +17.79
R2   |   28.677 |   30.612 |   28.537 |   30.619 ||   +6.75   -0.49   +6.77
R3   |   28.899 |   29.888 |   28.840 |   30.054 ||   +3.42   -0.20   +4.00
R4   |   29.099 |   29.487 |   29.059 |   29.533 ||   +1.33   -0.14   +1.49
R6   |   29.486 |   28.771 |   29.400 |   28.762 ||   -2.43   -0.29   -2.46
mix  |     t5_0 |   t4p8_1 |     t5_2 |   t4p8_3 ||  t4p8_1%    t5_2%  t4p8_3%
A    |   27.923 |   28.622 |   27.757 |   29.200 ||   +2.50   -0.60   +4.57
B    |   66.801 |   67.392 |   66.458 |   67.848 ||   +0.88   -0.51   +1.57
C    |   44.044 |   44.333 |   43.910 |   44.288 ||   +0.66   -0.30   +0.55
D    |   14.491 |   14.516 |   14.550 |   14.527 ||   +0.17   +0.41   +0.25
E    |   17.696 |   18.330 |   17.696 |   18.643 ||   +3.58   -0.00   +5.35
F    |   27.515 |   27.724 |   27.561 |   27.337 ||   +0.76   +0.17   -0.65
R1   |   28.032 |   33.129 |   28.104 |   32.959 ||  +18.18   +0.26  +17.58
R2   |   28.755 |   30.578 |   28.485 |   31.065 ||   +6.34   -0.94   +8.04
R3   |   28.896 |   29.874 |   28.846 |   30.086 ||   +3.38   -0.17   +4.12
R4   |   29.113 |   29.506 |   29.069 |   29.561 ||   +1.35   -0.15   +1.54
R6   |   29.489 |   28.757 |   29.409 |   28.819 ||   -2.48   -0.27   -2.27
### p-t4p8-t5 : t4p8 t5 t4p8 t5
mix  |   t4p8_0 |     t5_1 |   t4p8_2 |     t5_3 ||    t5_1%  t4p8_2%    t5_3%
A    |   29.022 |   27.885 |   29.125 |   27.823 ||   -3.91   +0.36   -4.13
B    |   67.457 |   66.503 |   67.715 |   66.656 ||   -1.41   +0.38   -1.19
C    |   44.280 |   44.067 |   44.319 |   43.935 ||   -0.48   +0.09   -0.78
D    |   14.551 |   14.506 |   14.513 |   14.541 ||   -0.31   -0.26   -0.07
E    |   18.500 |   17.700 |   18.292 |   17.667 ||   -4.32   -1.12   -4.50
F    |   27.507 |   27.682 |   27.674 |   27.729 ||   +0.64   +0.61   +0.81
R1   |   33.021 |   28.086 |   33.109 |   28.127 ||  -14.95   +0.27  -14.82
R2   |   30.502 |   28.790 |   30.857 |   28.566 ||   -5.61   +1.16   -6.35
R3   |   29.785 |   28.938 |   29.998 |   28.893 ||   -2.84   +0.72   -3.00
R4   |   29.340 |   29.135 |   29.615 |   29.074 ||   -0.70   +0.94   -0.90
R6   |   28.560 |   29.490 |   28.907 |   29.405 ||   +3.26   +1.21   +2.96
mix  |   t4p8_0 |     t5_1 |   t4p8_2 |     t5_3 ||    t5_1%  t4p8_2%    t5_3%
A    |   28.999 |   27.934 |   29.125 |   27.789 ||   -3.67   +0.43   -4.17
B    |   67.391 |   66.586 |   67.537 |   66.565 ||   -1.19   +0.22   -1.23
C    |   44.130 |   43.922 |   44.282 |   43.896 ||   -0.47   +0.35   -0.53
D    |   14.554 |   14.506 |   14.509 |   14.558 ||   -0.33   -0.31   +0.03
E    |   18.436 |   17.708 |   18.282 |   17.698 ||   -3.95   -0.83   -4.01
F    |   27.538 |   27.622 |   27.755 |   27.631 ||   +0.31   +0.79   +0.34
R1   |   32.986 |   28.086 |   33.001 |   28.060 ||  -14.85   +0.04  -14.93
R2   |   30.542 |   29.501 |   30.859 |   28.583 ||   -3.41   +1.04   -6.42
R3   |   29.811 |   28.885 |   30.109 |   28.880 ||   -3.11   +1.00   -3.12
R4   |   29.360 |   29.142 |   29.661 |   29.056 ||   -0.74   +1.02   -1.04
R6   |   28.584 |   29.330 |   28.874 |   29.406 ||   +2.61   +1.02   +2.88
### p-t8-t4p8 : t8 t4p8 t8 t4p8
mix  |     t8_0 |   t4p8_1 |     t8_2 |   t4p8_3 ||  t4p8_1%    t8_2%  t4p8_3%
A    |   27.142 |   28.818 |   27.376 |   29.324 ||   +6.18   +0.86   +8.04
B    |   67.332 |   67.560 |   67.690 |   67.721 ||   +0.34   +0.53   +0.58
C    |   44.883 |   44.273 |   44.902 |   44.292 ||   -1.36   +0.04   -1.32
D    |   14.508 |   14.523 |   14.525 |   14.539 ||   +0.11   +0.12   +0.21
E    |   18.651 |   18.641 |   18.758 |   18.468 ||   -0.06   +0.57   -0.98
F    |   27.803 |   27.453 |   27.799 |   27.567 ||   -1.26   -0.01   -0.85
R1   |   28.022 |   33.056 |   27.996 |   33.153 ||  +17.96   -0.09  +18.31
R2   |   27.019 |   30.580 |   26.972 |   30.945 ||  +13.18   -0.17  +14.53
R3   |   27.124 |   29.822 |   27.091 |   30.184 ||   +9.95   -0.12  +11.28
R4   |   27.171 |   29.330 |   27.151 |   29.686 ||   +7.95   -0.07   +9.26
R6   |   27.260 |   28.592 |   27.247 |   28.883 ||   +4.89   -0.05   +5.95
mix  |     t8_0 |   t4p8_1 |     t8_2 |   t4p8_3 ||  t4p8_1%    t8_2%  t4p8_3%
A    |   27.174 |   28.853 |   27.407 |   29.322 ||   +6.18   +0.86   +7.90
B    |   67.327 |   67.609 |   67.792 |   67.832 ||   +0.42   +0.69   +0.75
C    |   44.838 |   44.223 |   44.865 |   44.355 ||   -1.37   +0.06   -1.08
D    |   14.528 |   14.526 |   14.519 |   14.532 ||   -0.01   -0.06   +0.03
E    |   18.572 |   18.592 |   18.722 |   18.448 ||   +0.11   +0.81   -0.66
F    |   27.835 |   27.513 |   27.818 |   27.575 ||   -1.16   -0.06   -0.93
R1   |   27.938 |   33.076 |   28.066 |   33.118 ||  +18.39   +0.46  +18.54
R2   |   27.076 |   30.540 |   27.007 |   31.114 ||  +12.80   -0.25  +14.91
R3   |   27.163 |   29.780 |   27.112 |   30.166 ||   +9.64   -0.19  +11.06
R4   |   27.182 |   29.337 |   27.158 |   29.751 ||   +7.93   -0.09   +9.45
R6   |   27.259 |   28.594 |   27.272 |   28.887 ||   +4.89   +0.05   +5.97
### p-t4p8-t8 : t4p8 t8 t4p8 t8
mix  |   t4p8_0 |     t8_1 |   t4p8_2 |     t8_3 ||    t8_1%  t4p8_2%    t8_3%
A    |   28.945 |   27.058 |   29.118 |   27.306 ||   -6.52   +0.60   -5.66
B    |   67.411 |   67.503 |   67.878 |   67.719 ||   +0.14   +0.69   +0.46
C    |   44.216 |   44.985 |   44.272 |   44.888 ||   +1.74   +0.13   +1.52
D    |   14.562 |   14.525 |   14.531 |   14.531 ||   -0.25   -0.22   -0.22
E    |   18.439 |   18.584 |   18.618 |   18.699 ||   +0.79   +0.97   +1.41
F    |   27.542 |   27.747 |   27.594 |   27.874 ||   +0.74   +0.19   +1.21
R1   |   32.968 |   28.039 |   33.105 |   28.091 ||  -14.95   +0.42  -14.79
R2   |   30.556 |   27.021 |   30.803 |   27.109 ||  -11.57   +0.81  -11.28
R3   |   29.825 |   27.100 |   29.956 |   27.183 ||   -9.14   +0.44   -8.86
R4   |   29.340 |   27.157 |   29.751 |   27.209 ||   -7.44   +1.40   -7.26
R6   |   28.587 |   27.260 |   28.885 |   27.275 ||   -4.64   +1.04   -4.59
mix  |   t4p8_0 |     t8_1 |   t4p8_2 |     t8_3 ||    t8_1%  t4p8_2%    t8_3%
A    |   28.961 |   27.078 |   29.170 |   27.375 ||   -6.50   +0.72   -5.48
B    |   67.495 |   67.396 |   67.764 |   67.885 ||   -0.15   +0.40   +0.58
C    |   44.162 |   44.935 |   44.194 |   44.914 ||   +1.75   +0.07   +1.70
D    |   14.557 |   14.519 |   14.517 |   14.535 ||   -0.26   -0.27   -0.15
E    |   18.476 |   18.607 |   18.602 |   18.727 ||   +0.71   +0.68   +1.36
F    |   27.484 |   27.751 |   27.586 |   27.871 ||   +0.97   +0.37   +1.41
R1   |   32.988 |   27.980 |   33.050 |   27.193 ||  -15.18   +0.19  -17.57
R2   |   30.559 |   27.033 |   31.159 |   27.061 ||  -11.54   +1.96  -11.45
R3   |   29.801 |   27.138 |   30.335 |   27.116 ||   -8.94   +1.79   -9.01
R4   |   29.371 |   27.167 |   29.798 |   27.197 ||   -7.50   +1.46   -7.40
R6   |   28.567 |   27.265 |   28.932 |   27.319 ||   -4.56   +1.28   -4.37
### p-t7-t8 : t7 t8 t7 t8
mix  |     t7_0 |     t8_1 |     t7_2 |     t8_3 ||    t8_1%    t7_2%    t8_3%
A    |   26.642 |   26.955 |   26.633 |   27.173 ||   +1.17   -0.04   +1.99
B    |   66.665 |   67.100 |   66.724 |   67.618 ||   +0.65   +0.09   +1.43
C    |   44.230 |   44.659 |   44.057 |   44.856 ||   +0.97   -0.39   +1.42
D    |   14.498 |   14.545 |   14.542 |   14.518 ||   +0.33   +0.30   +0.14
E    |   18.545 |   18.429 |   18.624 |   18.517 ||   -0.63   +0.43   -0.15
F    |   27.944 |   27.682 |   27.827 |   27.797 ||   -0.94   -0.42   -0.53
R1   |   28.212 |   28.058 |   28.190 |   28.026 ||   -0.55   -0.08   -0.66
R2   |   29.726 |   26.944 |   28.499 |   27.021 ||   -9.36   -4.13   -9.10
R3   |   29.014 |   27.077 |   28.864 |   27.098 ||   -6.68   -0.52   -6.60
R4   |   29.175 |   27.159 |   29.089 |   27.179 ||   -6.91   -0.29   -6.84
R6   |   29.540 |   27.315 |   29.417 |   27.268 ||   -7.53   -0.42   -7.69
mix  |     t7_0 |     t8_1 |     t7_2 |     t8_3 ||    t8_1%    t7_2%    t8_3%
A    |   26.579 |   26.944 |   26.635 |   27.092 ||   +1.37   +0.21   +1.93
B    |   66.823 |   67.321 |   66.845 |   67.705 ||   +0.75   +0.03   +1.32
C    |   44.165 |   44.547 |   44.002 |   44.871 ||   +0.87   -0.37   +1.60
D    |   14.490 |   14.539 |   14.540 |   14.519 ||   +0.34   +0.35   +0.21
E    |   18.558 |   18.448 |   18.633 |   18.533 ||   -0.59   +0.41   -0.13
F    |   27.876 |   27.701 |   27.724 |   27.764 ||   -0.63   -0.55   -0.40
R1   |   28.260 |   27.969 |   28.229 |   28.007 ||   -1.03   -0.11   -0.90
R2   |   29.548 |   26.946 |   28.589 |   27.020 ||   -8.81   -3.24   -8.55
R3   |   29.037 |   27.076 |   28.879 |   27.080 ||   -6.76   -0.55   -6.74
R4   |   29.224 |   27.168 |   29.076 |   27.162 ||   -7.04   -0.51   -7.06
R6   |   29.563 |   27.332 |   29.417 |   27.259 ||   -7.55   -0.50   -7.80
### p-t8-t7 : t8 t7 t8 t7
mix  |     t8_0 |     t7_1 |     t8_2 |     t7_3 ||    t7_1%    t8_2%    t7_3%
A    |   27.158 |   26.679 |   27.144 |   26.605 ||   -1.77   -0.05   -2.04
B    |   67.429 |   66.920 |   67.449 |   66.887 ||   -0.76   +0.03   -0.80
C    |   44.778 |   44.200 |   44.667 |   44.032 ||   -1.29   -0.25   -1.67
D    |   14.510 |   14.493 |   14.548 |   14.541 ||   -0.12   +0.27   +0.21
E    |   18.590 |   18.723 |   18.682 |   18.397 ||   +0.71   +0.49   -1.04
F    |   27.775 |   27.927 |   27.761 |   27.772 ||   +0.55   -0.05   -0.01
R1   |   27.953 |   28.250 |   27.950 |   28.345 ||   +1.07   -0.01   +1.41
R2   |   27.007 |   28.870 |   26.963 |   28.578 ||   +6.90   -0.16   +5.81
R3   |   27.089 |   29.010 |   27.085 |   28.954 ||   +7.09   -0.01   +6.89
R4   |   27.123 |   29.200 |   27.174 |   29.116 ||   +7.66   +0.19   +7.35
R6   |   27.220 |   29.542 |   27.325 |   29.428 ||   +8.53   +0.39   +8.11
