### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
mix  |     t8_0 |     t7_1 |     t8_2 |     t7_3 ||    t7_1%    t8_2%    t7_3%
A    |   22.604 |   21.980 |   22.486 |   22.174 ||   -2.76   -0.52   -1.90
B    |   59.465 |   58.634 |   59.784 |   58.939 ||   -1.40   +0.54   -0.88
C    |   37.002 |   36.312 |   37.413 |   36.483 ||   -1.87   +1.11   -1.40
D    |   12.885 |   12.892 |   12.867 |   12.895 ||   +0.06   -0.14   +0.08
E    |   14.840 |   14.904 |   14.863 |   14.896 ||   +0.43   +0.15   +0.38
F    |   21.161 |   22.306 |   20.983 |   22.529 ||   +5.41   -0.84   +6.47
R1   |   21.556 |   23.028 |   21.564 |   22.944 ||   +6.83   +0.04   +6.44
R2   |   22.086 |   23.771 |   22.077 |   23.752 ||   +7.63   -0.04   +7.54
R3   |   22.288 |   24.219 |   22.310 |   24.213 ||   +8.67   +0.10   +8.64
R4   |   22.455 |   24.477 |   22.456 |   24.471 ||   +9.00   +0.00   +8.98
R6   |   22.659 |   24.881 |   22.710 |   24.897 ||   +9.81   +0.23   +9.88
