### AA-base : base base base base
mix  |   base_0 |   base_1 |   base_2 |   base_3 ||  base_1%  base_2%  base_3%
E    |   17.105 |   17.115 |   17.131 |   17.146 ||   +0.06   +0.15   +0.24
F    |   26.599 |   26.667 |   26.654 |   26.620 ||   +0.25   +0.21   +0.08
R1   |   29.847 |   29.757 |   29.811 |   29.797 ||   -0.30   -0.12   -0.17
R2   |   30.478 |   30.441 |   30.500 |   30.465 ||   -0.12   +0.07   -0.04
R3   |   30.687 |   30.653 |   30.684 |   30.656 ||   -0.11   -0.01   -0.10
R4   |   30.796 |   30.755 |   30.795 |   30.770 ||   -0.13   -0.00   -0.08
R6   |   30.872 |   30.836 |   30.871 |   30.838 ||   -0.12   -0.00   -0.11
mix  |   m4s4_0 |   m4s4_1 |   m4s4_2 |   m4s4_3 ||  m4s4_1%  m4s4_2%  m4s4_3%
A    |   24.813 |   26.080 |   26.030 |   26.086 ||   +5.10   +4.90   +5.13
B    |   60.102 |   59.861 |   60.254 |   60.101 ||   -0.40   +0.25   -0.00
C    |   36.256 |   36.526 |   36.428 |   36.504 ||   +0.74   +0.47   +0.68
D    |   12.966 |   12.937 |   12.973 |   12.938 ||   -0.23   +0.05   -0.21
E    |   17.125 |   17.137 |   17.149 |   17.164 ||   +0.07   +0.14   +0.23
F    |   26.647 |   26.663 |   26.635 |   26.630 ||   +0.06   -0.04   -0.06
R1   |   29.838 |   29.761 |   29.804 |   29.761 ||   -0.26   -0.11   -0.26
R2   |   30.488 |   30.443 |   30.523 |   30.442 ||   -0.15   +0.11   -0.15
R3   |   30.686 |   30.654 |   30.688 |   30.674 ||   -0.10   +0.01   -0.04
R4   |   30.807 |   30.748 |   30.789 |   30.760 ||   -0.19   -0.06   -0.15
R6   |   30.871 |   30.840 |   30.869 |   30.845 ||   -0.10   -0.01   -0.08
### AA-m4s4h : m4s4h m4s4h m4s4h m4s4h
mix  |  m4s4h_0 |  m4s4h_1 |  m4s4h_2 |  m4s4h_3 || m4s4h_1% m4s4h_2% m4s4h_3%
A    |   24.480 |   24.515 |   24.554 |   24.452 ||   +0.14   +0.30   -0.12
B    |   59.310 |   59.344 |   59.280 |   59.113 ||   +0.06   -0.05   -0.33
C    |   35.940 |   36.068 |   36.054 |   36.143 ||   +0.35   +0.32   +0.56
D    |   12.933 |   12.932 |   12.933 |   12.872 ||   -0.01   +0.00   -0.47
E    |   15.411 |   15.395 |   15.401 |   15.411 ||   -0.11   -0.07   -0.00
F    |   25.267 |   25.304 |   25.269 |   25.223 ||   +0.15   +0.01   -0.17
R1   |   28.821 |   28.808 |   28.816 |   28.839 ||   -0.04   -0.02   +0.06
R2   |   29.296 |   29.271 |   29.276 |   29.287 ||   -0.08   -0.07   -0.03
R3   |   29.452 |   29.441 |   29.448 |   29.461 ||   -0.04   -0.01   +0.03
R4   |   29.560 |   29.539 |   29.537 |   29.555 ||   -0.07   -0.08   -0.02
R6   |   30.932 |   30.477 |   30.693 |   30.905 ||   -1.47   -0.77   -0.08
mix  |  m4s4h_0 |  m4s4h_1 |  m4s4h_2 |  m4s4h_3 || m4s4h_1% m4s4h_2% m4s4h_3%
A    |   24.453 |   24.496 |   24.526 |   24.481 ||   +0.18   +0.30   +0.11
B    |   59.305 |   59.355 |   59.305 |   59.150 ||   +0.08   -0.00   -0.26
C    |   35.928 |   36.064 |   35.994 |   36.101 ||   +0.38   +0.18   +0.48
D    |   12.931 |   12.931 |   12.932 |   12.928 ||   +0.00   +0.01   -0.02
E    |   15.397 |   15.407 |   15.404 |   15.406 ||   +0.06   +0.04   +0.05
F    |   25.294 |   25.285 |   25.289 |   25.234 ||   -0.03   -0.02   -0.23
R1   |   28.804 |   28.810 |   28.825 |   28.828 ||   +0.02   +0.07   +0.08
R2   |   29.281 |   29.267 |   29.277 |   29.285 ||   -0.05   -0.01   +0.01
R3   |   29.465 |   29.448 |   29.450 |   29.464 ||   -0.06   -0.05   -0.00
R4   |   29.562 |   29.537 |   29.536 |   29.558 ||   -0.08   -0.09   -0.01
R6   |   30.047 |   30.700 |   30.873 |   30.862 ||   +2.17   +2.75   +2.71
### AA-t4p8 : t4p8 t4p8 t4p8 t4p8
mix  |   t4p8_0 |   t4p8_1 |   t4p8_2 |   t4p8_3 ||  t4p8_1%  t4p8_2%  t4p8_3%
A    |   23.926 |   23.790 |   23.766 |   23.729 ||   -0.57   -0.67   -0.82
B    |   59.170 |   59.247 |   59.252 |   59.196 ||   +0.13   +0.14   +0.04
C    |   35.766 |   35.875 |   35.708 |   35.715 ||   +0.31   -0.16   -0.14
D    |   12.907 |   12.901 |   12.901 |   12.905 ||   -0.04   -0.04   -0.02
E    |   14.741 |   14.749 |   14.733 |   14.766 ||   +0.05   -0.05   +0.17
F    |   20.873 |   21.027 |   21.004 |   20.853 ||   +0.74   +0.63   -0.09
R1   |   26.148 |   26.119 |   26.115 |   26.115 ||   -0.11   -0.13   -0.13
R2   |   25.315 |   25.307 |   25.282 |   25.335 ||   -0.03   -0.13   +0.08
R3   |   24.855 |   24.793 |   24.809 |   24.832 ||   -0.25   -0.19   -0.09
R4   |   24.549 |   24.507 |   24.516 |   24.536 ||   -0.17   -0.13   -0.05
R6   |   23.969 |   23.957 |   23.943 |   23.974 ||   -0.05   -0.11   +0.02
mix  |   t4p8_0 |   t4p8_1 |   t4p8_2 |   t4p8_3 ||  t4p8_1%  t4p8_2%  t4p8_3%
A    |   23.977 |   24.242 |   24.242 |   23.075 ||   +1.11   +1.11   -3.76
B    |   59.257 |   59.189 |   59.199 |   59.228 ||   -0.12   -0.10   -0.05
C    |   35.809 |   35.871 |   35.750 |   35.690 ||   +0.17   -0.16   -0.33
D    |   12.903 |   12.901 |   12.901 |   12.904 ||   -0.02   -0.01   +0.01
E    |   14.722 |   14.721 |   14.724 |   14.761 ||   -0.00   +0.02   +0.27
F    |   20.838 |   21.035 |   21.035 |   20.814 ||   +0.95   +0.95   -0.12
R1   |   26.142 |   26.100 |   26.122 |   26.141 ||   -0.16   -0.08   -0.00
R2   |   25.317 |   25.281 |   25.284 |   25.324 ||   -0.15   -0.13   +0.03
R3   |   24.836 |   24.817 |   24.804 |   24.830 ||   -0.08   -0.13   -0.02
R4   |   24.540 |   24.538 |   24.508 |   24.534 ||   -0.01   -0.13   -0.03
R6   |   23.970 |   23.962 |   23.956 |   23.971 ||   -0.03   -0.06   +0.00
### AA-s4h : s4h s4h s4h s4h
mix  |    s4h_0 |    s4h_1 |    s4h_2 |    s4h_3 ||   s4h_1%   s4h_2%   s4h_3%
A    |   24.337 |   24.385 |   24.347 |   24.373 ||   +0.20   +0.04   +0.15
B    |   58.976 |   58.897 |   58.870 |   58.784 ||   -0.13   -0.18   -0.33
C    |   35.824 |   35.882 |   35.857 |   35.769 ||   +0.16   +0.09   -0.15
D    |   12.929 |   12.928 |   12.927 |   12.929 ||   -0.00   -0.02   +0.00
E    |   15.448 |   15.428 |   15.419 |   15.430 ||   -0.13   -0.19   -0.11
F    |   22.864 |   22.880 |   22.861 |   22.891 ||   +0.07   -0.01   +0.12
R1   |   27.189 |   27.178 |   27.154 |   27.166 ||   -0.04   -0.13   -0.08
R2   |   26.733 |   26.787 |   26.720 |   26.714 ||   +0.20   -0.05   -0.07
R3   |   26.484 |   26.521 |   26.460 |   26.467 ||   +0.14   -0.09   -0.06
R4   |   26.315 |   26.351 |   26.328 |   26.316 ||   +0.13   +0.05   +0.00
R6   |   26.094 |   26.112 |   26.082 |   26.088 ||   +0.07   -0.05   -0.02
mix  |    s4h_0 |    s4h_1 |    s4h_2 |    s4h_3 ||   s4h_1%   s4h_2%   s4h_3%
A    |   24.351 |   24.342 |   24.389 |   24.395 ||   -0.04   +0.15   +0.18
B    |   58.939 |   58.910 |   58.889 |   58.868 ||   -0.05   -0.09   -0.12
C    |   35.778 |   35.869 |   35.820 |   35.801 ||   +0.25   +0.12   +0.06
D    |   12.926 |   12.930 |   12.927 |   12.929 ||   +0.03   +0.01   +0.02
E    |   15.440 |   15.431 |   15.439 |   15.432 ||   -0.06   -0.01   -0.05
F    |   22.861 |   22.892 |   22.851 |   22.904 ||   +0.13   -0.04   +0.19
R1   |   27.207 |   27.205 |   27.161 |   27.186 ||   -0.01   -0.17   -0.08
R2   |   26.716 |   26.784 |   26.694 |   26.696 ||   +0.25   -0.08   -0.08
R3   |   26.470 |   26.522 |   26.470 |   26.471 ||   +0.20   -0.00   +0.00
R4   |   26.310 |   26.360 |   26.301 |   26.312 ||   +0.19   -0.03   +0.01
R6   |   26.095 |   26.106 |   26.086 |   26.094 ||   +0.04   -0.04   -0.00
### p-t4p8-m4s4h : t4p8 m4s4h t4p8 m4s4h
mix  |   t4p8_0 |  m4s4h_1 |   t4p8_2 |  m4s4h_3 || m4s4h_1%  t4p8_2% m4s4h_3%
A    |   22.974 |   24.667 |   23.848 |   24.463 ||   +7.37   +3.80   +6.48
B    |   59.193 |   59.282 |   59.109 |   59.100 ||   +0.15   -0.14   -0.16
C    |   35.844 |   36.107 |   35.735 |   36.010 ||   +0.73   -0.30   +0.46
D    |   12.905 |   12.933 |   12.903 |   12.933 ||   +0.21   -0.02   +0.22
E    |   14.753 |   15.414 |   14.718 |   15.418 ||   +4.47   -0.24   +4.51
F    |   20.850 |   25.271 |   21.001 |   25.245 ||  +21.21   +0.73  +21.08
R1   |   26.134 |   28.988 |   26.089 |   28.841 ||  +10.92   -0.18  +10.36
R2   |   25.326 |   29.403 |   25.286 |   29.315 ||  +16.10   -0.16  +15.75
R3   |   24.857 |   29.530 |   24.811 |   29.467 ||  +18.80   -0.19  +18.55
R4   |   24.573 |   29.616 |   24.494 |   29.555 ||  +20.52   -0.32  +20.27
R6   |   23.974 |   29.752 |   23.958 |   29.853 ||  +24.10   -0.07  +24.52
mix  |   t4p8_0 |  m4s4h_1 |   t4p8_2 |  m4s4h_3 || m4s4h_1%  t4p8_2% m4s4h_3%
A    |   23.980 |   24.643 |   22.930 |   24.497 ||   +2.77   -4.38   +2.16
B    |   59.226 |   59.228 |   59.090 |   59.182 ||   +0.00   -0.23   -0.07
C    |   35.831 |   36.080 |   35.780 |   36.009 ||   +0.69   -0.14   +0.50
D    |   12.906 |   12.932 |   12.900 |   12.932 ||   +0.20   -0.05   +0.20
E    |   14.757 |   15.408 |   14.741 |   15.408 ||   +4.41   -0.11   +4.41
F    |   20.812 |   25.293 |   21.058 |   25.252 ||  +21.53   +1.18  +21.33
R1   |   26.134 |   28.983 |   26.112 |   28.828 ||  +10.90   -0.08  +10.31
R2   |   25.317 |   29.409 |   25.285 |   29.314 ||  +16.16   -0.13  +15.79
R3   |   24.848 |   29.532 |   24.820 |   29.457 ||  +18.85   -0.11  +18.55
R4   |   24.566 |   29.622 |   24.499 |   29.562 ||  +20.58   -0.27  +20.34
R6   |   23.969 |   29.760 |   23.971 |   30.074 ||  +24.16   +0.01  +25.47
### p-m4s4h-t4p8 : m4s4h t4p8 m4s4h t4p8
mix  |  m4s4h_0 |   t4p8_1 |  m4s4h_2 |   t4p8_3 ||  t4p8_1% m4s4h_2%  t4p8_3%
A    |   24.460 |   24.248 |   24.516 |   24.161 ||   -0.87   +0.23   -1.22
B    |   59.317 |   59.197 |   59.285 |   58.932 ||   -0.20   -0.05   -0.65
C    |   35.994 |   35.867 |   36.005 |   35.645 ||   -0.35   +0.03   -0.97
D    |   12.933 |   12.900 |   12.933 |   12.902 ||   -0.26   -0.00   -0.24
E    |   15.420 |   14.749 |   15.420 |   14.721 ||   -4.35   +0.00   -4.53
F    |   25.265 |   21.112 |   25.328 |   20.790 ||  -16.44   +0.25  -17.71
R1   |   28.824 |   26.109 |   28.842 |   26.072 ||   -9.42   +0.06   -9.55
R2   |   29.290 |   25.293 |   29.297 |   25.269 ||  -13.65   +0.02  -13.73
R3   |   29.447 |   24.785 |   29.462 |   24.820 ||  -15.83   +0.05  -15.71
R4   |   29.555 |   24.512 |   29.547 |   24.514 ||  -17.06   -0.03  -17.05
R6   |   29.798 |   23.959 |   29.816 |   23.950 ||  -19.59   +0.06  -19.63
mix  |  m4s4h_0 |   t4p8_1 |  m4s4h_2 |   t4p8_3 ||  t4p8_1% m4s4h_2%  t4p8_3%
A    |   24.456 |   24.254 |   24.530 |   23.872 ||   -0.83   +0.30   -2.39
B    |   59.261 |   59.182 |   59.244 |   58.951 ||   -0.13   -0.03   -0.52
C    |   36.026 |   35.852 |   36.005 |   35.682 ||   -0.48   -0.06   -0.95
D    |   12.930 |   12.901 |   12.931 |   12.904 ||   -0.22   +0.01   -0.20
E    |   15.424 |   14.762 |   15.429 |   14.734 ||   -4.29   +0.03   -4.48
F    |   25.238 |   21.099 |   25.336 |   20.787 ||  -16.40   +0.39  -17.64
R1   |   28.818 |   26.131 |   28.834 |   26.120 ||   -9.32   +0.06   -9.36
R2   |   29.284 |   25.294 |   29.294 |   25.305 ||  -13.62   +0.03  -13.59
R3   |   29.454 |   24.827 |   29.455 |   24.811 ||  -15.71   +0.00  -15.76
R4   |   29.545 |   24.527 |   29.554 |   24.514 ||  -16.98   +0.03  -17.03
R6   |   29.917 |   23.954 |   29.769 |   23.950 ||  -19.93   -0.49  -19.95
### p-t4p8-m4s4 : t4p8 m4s4 t4p8 m4s4
mix  |   t4p8_0 |   m4s4_1 |   t4p8_2 |   m4s4_3 ||  m4s4_1%  t4p8_2%  m4s4_3%
A    |   23.904 |   26.126 |   22.884 |   25.873 ||   +9.30   -4.27   +8.24
B    |   59.224 |   60.001 |   59.095 |   60.092 ||   +1.31   -0.22   +1.47
C    |   35.803 |   36.467 |   35.920 |   36.439 ||   +1.85   +0.33   +1.77
D    |   12.903 |   12.963 |   12.885 |   12.942 ||   +0.46   -0.14   +0.30
E    |   14.741 |   17.122 |   14.734 |   17.143 ||  +16.15   -0.05  +16.30
F    |   20.789 |   26.664 |   20.939 |   26.646 ||  +28.26   +0.72  +28.17
R1   |   26.151 |   29.961 |   26.118 |   29.834 ||  +14.57   -0.13  +14.08
R2   |   25.310 |   30.557 |   25.334 |   30.481 ||  +20.73   +0.10  +20.43
R3   |   24.880 |   30.720 |   24.856 |   30.659 ||  +23.47   -0.10  +23.23
R4   |   24.542 |   30.850 |   24.571 |   30.778 ||  +25.70   +0.12  +25.41
R6   |   23.983 |   30.886 |   24.028 |   30.860 ||  +28.78   +0.19  +28.67
mix  |   t4p8_0 |   m4s4_1 |   t4p8_2 |   m4s4_3 ||  m4s4_1%  t4p8_2%  m4s4_3%
A    |   23.362 |   26.110 |   23.087 |   26.078 ||  +11.76   -1.18  +11.62
B    |   59.196 |   60.054 |   59.071 |   60.100 ||   +1.45   -0.21   +1.53
C    |   35.771 |   36.523 |   35.588 |   36.433 ||   +2.10   -0.51   +1.85
D    |   12.908 |   12.975 |   12.882 |   12.940 ||   +0.52   -0.20   +0.25
E    |   14.756 |   17.115 |   14.747 |   17.143 ||  +15.98   -0.07  +16.17
F    |   20.916 |   26.654 |   20.961 |   26.618 ||  +27.44   +0.22  +27.27
R1   |   26.134 |   29.904 |   26.124 |   29.784 ||  +14.42   -0.04  +13.97
R2   |   25.298 |   30.568 |   25.348 |   30.466 ||  +20.83   +0.20  +20.43
R3   |   24.850 |   30.738 |   24.854 |   30.672 ||  +23.69   +0.01  +23.43
R4   |   24.549 |   30.857 |   24.575 |   30.779 ||  +25.69   +0.10  +25.38
R6   |   23.977 |   30.908 |   24.025 |   30.854 ||  +28.90   +0.20  +28.68
### p-m4s4-t4p8 : m4s4 t4p8 m4s4 t4p8
mix  |   m4s4_0 |   t4p8_1 |   m4s4_2 |   t4p8_3 ||  t4p8_1%  m4s4_2%  t4p8_3%
A    |   25.966 |   23.314 |   26.023 |   23.076 ||  -10.21   +0.22  -11.13
B    |   60.064 |   58.874 |   60.174 |   59.254 ||   -1.98   +0.18   -1.35
C    |   36.301 |   35.761 |   36.402 |   35.703 ||   -1.49   +0.28   -1.65
D    |   12.971 |   12.884 |   12.935 |   12.897 ||   -0.68   -0.28   -0.57
E    |   17.105 |   14.756 |   17.153 |   14.740 ||  -13.73   +0.28  -13.83
F    |   26.559 |   20.939 |   26.701 |   20.841 ||  -21.16   +0.53  -21.53
R1   |   29.844 |   26.149 |   29.836 |   26.121 ||  -12.38   -0.03  -12.48
R2   |   30.489 |   25.385 |   30.482 |   25.312 ||  -16.74   -0.02  -16.98
R3   |   30.672 |   24.889 |   30.667 |   24.839 ||  -18.85   -0.01  -19.02
R4   |   30.791 |   24.613 |   30.787 |   24.538 ||  -20.06   -0.01  -20.31
R6   |   30.873 |   24.039 |   30.842 |   23.969 ||  -22.14   -0.10  -22.36
mix  |   m4s4_0 |   t4p8_1 |   m4s4_2 |   t4p8_3 ||  t4p8_1%  m4s4_2%  t4p8_3%
A    |   25.879 |   23.979 |   26.083 |   23.844 ||   -7.34   +0.79   -7.87
B    |   60.079 |   58.898 |   60.158 |   59.230 ||   -1.97   +0.13   -1.41
C    |   36.277 |   35.756 |   36.493 |   35.739 ||   -1.44   +0.59   -1.48
D    |   12.971 |   12.884 |   12.942 |   12.900 ||   -0.67   -0.22   -0.54
E    |   17.125 |   14.763 |   17.137 |   14.741 ||  -13.79   +0.07  -13.92
F    |   26.613 |   20.937 |   26.696 |   20.848 ||  -21.33   +0.31  -21.66
R1   |   29.841 |   26.165 |   29.826 |   26.113 ||  -12.32   -0.05  -12.49
R2   |   30.485 |   25.457 |   30.493 |   25.300 ||  -16.49   +0.03  -17.01
R3   |   30.674 |   24.923 |   30.667 |   24.822 ||  -18.75   -0.02  -19.08
R4   |   30.779 |   24.617 |   30.782 |   24.546 ||  -20.02   +0.01  -20.25
R6   |   30.878 |   24.068 |   30.846 |   23.972 ||  -22.05   -0.10  -22.36
### p-m4s4-m4s4h : m4s4 m4s4h m4s4 m4s4h
mix  |   m4s4_0 |  m4s4h_1 |   m4s4_2 |  m4s4h_3 || m4s4h_1%  m4s4_2% m4s4h_3%
A    |   25.648 |   24.620 |   26.070 |   24.554 ||   -4.01   +1.65   -4.26
B    |   60.065 |   59.094 |   60.171 |   59.305 ||   -1.62   +0.18   -1.27
C    |   36.290 |   36.084 |   36.578 |   36.121 ||   -0.57   +0.79   -0.47
D    |   12.969 |   12.924 |   12.939 |   12.931 ||   -0.35   -0.23   -0.30
E    |   17.103 |   15.398 |   17.131 |   15.404 ||   -9.97   +0.16   -9.94
F    |   26.576 |   25.396 |   26.707 |   25.234 ||   -4.44   +0.49   -5.05
R1   |   29.827 |   28.828 |   29.792 |   28.837 ||   -3.35   -0.12   -3.32
R2   |   30.470 |   29.303 |   30.482 |   29.297 ||   -3.83   +0.04   -3.85
R3   |   30.686 |   29.466 |   30.681 |   29.455 ||   -3.98   -0.02   -4.01
R4   |   30.800 |   29.587 |   30.804 |   29.543 ||   -3.94   +0.01   -4.08
R6   |   30.869 |   30.455 |   30.864 |   29.944 ||   -1.34   -0.02   -3.00
mix  |   m4s4_0 |  m4s4h_1 |   m4s4_2 |  m4s4h_3 || m4s4h_1%  m4s4_2% m4s4h_3%
A    |   24.834 |   24.624 |   26.020 |   24.548 ||   -0.85   +4.77   -1.15
B    |   60.123 |   59.011 |   60.201 |   59.353 ||   -1.85   +0.13   -1.28
C    |   36.287 |   36.069 |   36.569 |   36.124 ||   -0.60   +0.78   -0.45
D    |   12.970 |   12.875 |   12.942 |   12.932 ||   -0.73   -0.22   -0.29
E    |   17.108 |   15.391 |   17.129 |   15.404 ||  -10.04   +0.12   -9.96
F    |   26.608 |   25.381 |   26.699 |   25.236 ||   -4.61   +0.34   -5.16
R1   |   29.857 |   28.831 |   29.788 |   28.840 ||   -3.44   -0.23   -3.41
R2   |   30.483 |   29.311 |   30.471 |   29.290 ||   -3.84   -0.04   -3.91
R3   |   30.688 |   29.478 |   30.690 |   29.463 ||   -3.94   +0.01   -3.99
R4   |   30.786 |   29.568 |   30.804 |   29.543 ||   -3.96   +0.06   -4.04
R6   |   30.870 |   30.655 |   30.854 |   29.696 ||   -0.70   -0.05   -3.80
### p-m4s4h-m4s4 : m4s4h m4s4 m4s4h m4s4
mix  |  m4s4h_0 |   m4s4_1 |  m4s4h_2 |   m4s4_3 ||  m4s4_1% m4s4h_2%  m4s4_3%
A    |   24.498 |   26.028 |   24.616 |   26.084 ||   +6.24   +0.48   +6.47
B    |   59.267 |   60.076 |   59.406 |   60.077 ||   +1.36   +0.23   +1.37
C    |   35.922 |   36.458 |   36.161 |   36.594 ||   +1.49   +0.67   +1.87
D    |   12.931 |   12.959 |   12.923 |   12.936 ||   +0.21   -0.07   +0.03
E    |   15.386 |   17.071 |   15.404 |   17.149 ||  +10.95   +0.12  +11.46
F    |   25.222 |   26.610 |   25.409 |   26.658 ||   +5.50   +0.74   +5.69
R1   |   28.842 |   29.847 |   28.836 |   29.862 ||   +3.49   -0.02   +3.54
R2   |   29.287 |   30.507 |   29.334 |   30.462 ||   +4.16   +0.16   +4.01
R3   |   29.453 |   30.719 |   29.483 |   30.687 ||   +4.30   +0.10   +4.19
R4   |   29.551 |   30.838 |   29.577 |   30.764 ||   +4.36   +0.09   +4.11
R6   |   29.974 |   30.898 |   29.952 |   30.849 ||   +3.08   -0.07   +2.92
mix  |  m4s4h_0 |   m4s4_1 |  m4s4h_2 |   m4s4_3 ||  m4s4_1% m4s4h_2%  m4s4_3%
A    |   24.479 |   25.983 |   24.602 |   26.035 ||   +6.14   +0.50   +6.36
B    |   59.307 |   60.069 |   59.450 |   60.091 ||   +1.29   +0.24   +1.32
C    |   35.947 |   36.468 |   36.189 |   36.609 ||   +1.45   +0.67   +1.84
D    |   12.931 |   12.966 |   12.920 |   12.941 ||   +0.28   -0.08   +0.08
E    |   15.404 |   17.053 |   15.423 |   17.132 ||  +10.71   +0.13  +11.22
F    |   25.219 |   26.678 |   25.406 |   26.580 ||   +5.78   +0.74   +5.40
R1   |   28.831 |   29.834 |   28.845 |   29.909 ||   +3.48   +0.05   +3.74
R2   |   29.287 |   30.509 |   29.315 |   30.445 ||   +4.17   +0.10   +3.96
R3   |   29.452 |   30.735 |   29.486 |   30.669 ||   +4.36   +0.12   +4.13
R4   |   29.558 |   30.833 |   29.576 |   30.767 ||   +4.31   +0.06   +4.09
R6   |   30.407 |   30.907 |   30.225 |   30.846 ||   +1.64   -0.60   +1.44
### p-t4-s4h : t4 s4h t4 s4h
mix  |     t4_0 |    s4h_1 |     t4_2 |    s4h_3 ||   s4h_1%    t4_2%   s4h_3%
A    |   23.894 |   24.398 |   23.926 |   24.346 ||   +2.11   +0.13   +1.89
B    |   58.882 |   58.740 |   58.836 |   58.919 ||   -0.24   -0.08   +0.06
C    |   35.688 |   35.837 |   35.700 |   35.975 ||   +0.42   +0.03   +0.80
D    |   12.896 |   12.920 |   12.900 |   12.928 ||   +0.18   +0.03   +0.25
E    |   14.795 |   15.325 |   14.825 |   15.445 ||   +3.58   +0.21   +4.39
F    |   22.299 |   22.903 |   22.367 |   22.873 ||   +2.71   +0.31   +2.57
R1   |   27.190 |   27.183 |   27.232 |   27.184 ||   -0.02   +0.16   -0.02
R2   |   26.739 |   26.772 |   26.784 |   26.765 ||   +0.12   +0.17   +0.10
R3   |   26.464 |   26.478 |   26.520 |   26.459 ||   +0.05   +0.21   -0.02
R4   |   26.314 |   26.306 |   26.343 |   26.300 ||   -0.03   +0.11   -0.05
R6   |   26.091 |   26.055 |   26.032 |   26.099 ||   -0.14   -0.23   +0.03
mix  |     t4_0 |    s4h_1 |     t4_2 |    s4h_3 ||   s4h_1%    t4_2%   s4h_3%
A    |   23.888 |   24.384 |   23.904 |   24.400 ||   +2.08   +0.07   +2.15
B    |   58.835 |   58.702 |   58.870 |   58.939 ||   -0.23   +0.06   +0.18
C    |   35.666 |   35.795 |   35.669 |   36.059 ||   +0.36   +0.01   +1.10
D    |   12.898 |   12.921 |   12.897 |   12.876 ||   +0.18   -0.00   -0.17
E    |   14.811 |   15.310 |   14.827 |   15.453 ||   +3.37   +0.10   +4.33
F    |   22.285 |   22.882 |   22.349 |   22.902 ||   +2.68   +0.29   +2.77
R1   |   27.204 |   27.201 |   27.242 |   27.167 ||   -0.01   +0.14   -0.14
R2   |   26.732 |   26.746 |   26.813 |   26.756 ||   +0.05   +0.30   +0.09
R3   |   26.473 |   26.484 |   26.524 |   26.492 ||   +0.04   +0.20   +0.07
R4   |   26.309 |   26.294 |   26.342 |   26.314 ||   -0.06   +0.12   +0.02
R6   |   26.081 |   26.066 |   26.076 |   26.095 ||   -0.06   -0.02   +0.05
### p-s4h-t4 : s4h t4 s4h t4
mix  |    s4h_0 |     t4_1 |    s4h_2 |     t4_3 ||    t4_1%   s4h_2%    t4_3%
A    |   24.333 |   23.851 |   24.369 |   24.026 ||   -1.98   +0.14   -1.26
B    |   58.873 |   58.773 |   58.836 |   58.801 ||   -0.17   -0.06   -0.12
C    |   35.889 |   35.529 |   35.617 |   35.748 ||   -1.00   -0.76   -0.39
D    |   12.925 |   12.899 |   12.919 |   12.903 ||   -0.20   -0.04   -0.16
E    |   15.450 |   14.811 |   15.309 |   14.796 ||   -4.14   -0.91   -4.23
